# Time[fs]	ED=0.0012[aJ]	ED=0.0020[aJ]	ED=0.0028[aJ]	ED=0.0035[aJ]
210.0	2.51853977487E-16	1.74797374466E-16	8.79459305435E-16	1.12106493693E-14
212.0	2.78446965949E-16	1.93447421862E-16	8.81842622737E-16	1.12107805146E-14
214.0	3.08265572019E-16	2.13928732518E-16	8.85221498686E-16	1.12108787251E-14
216.0	3.41418155536E-16	2.36447366852E-16	8.88245478802E-16	1.12109854064E-14
218.0	3.77832129956E-16	2.61054154439E-16	8.90933485636E-16	1.12111448663E-14
220.0	4.17681247034E-16	2.88299315314E-16	8.92886659889E-16	1.1211364598E-14
222.0	4.61030974331E-16	3.18142193215E-16	8.94130370428E-16	1.12115007421E-14
224.0	5.08707764295E-16	3.5149392684E-16	8.95275272323E-16	1.1211705755E-14
226.0	5.60749931213E-16	3.88769430016E-16	8.96001383444E-16	1.1211933748E-14
228.0	6.18754975399E-16	4.30537549627E-16	8.9646791345E-16	1.12122917671E-14
230.0	6.8421414809E-16	4.76982999751E-16	8.96888841436E-16	1.12127992205E-14
232.0	7.5823396776E-16	5.28720113659E-16	8.9748923621E-16	1.1213329398E-14
234.0	8.41159766296E-16	5.8576172389E-16	8.97911376846E-16	1.12138364731E-14
236.0	9.32682738339E-16	6.48540001052E-16	8.98435723025E-16	1.12144143592E-14
238.0	1.0341226292E-15	7.17604025444E-16	8.98777649074E-16	1.12149180608E-14
240.0	1.14607704943E-15	7.9338213978E-16	8.99134830121E-16	1.12156419461E-14
242.0	1.2672061E-15	8.76355417792E-16	8.99492847067E-16	1.12165868525E-14
244.0	1.40109938355E-15	9.67651051394E-16	8.99895639349E-16	1.121734519E-14
246.0	1.54740347012E-15	1.06865638177E-15	9.00590848048E-16	1.12183908848E-14
248.0	1.70704538765E-15	1.18100965095E-15	9.013039049E-16	1.12197879926E-14
250.0	1.88283048598E-15	1.30597606733E-15	9.0257843697E-16	1.12208622485E-14
252.0	2.08089783538E-15	1.44398684381E-15	9.04624453625E-16	1.12223677101E-14
254.0	2.3011331831E-15	1.59677500506E-15	9.06790955665E-16	1.12240296499E-14
256.0	2.54613973676E-15	1.76442170097E-15	9.08949262643E-16	1.12253011971E-14
258.0	2.81583648204E-15	1.94905998724E-15	9.10864247543E-16	1.12263348126E-14
260.0	3.11338104273E-15	2.15157678281E-15	9.12337255753E-16	1.12275200731E-14
262.0	3.43972098446E-15	2.37262348186E-15	9.14015297627E-16	1.12281489209E-14
264.0	3.79747051604E-15	2.6148745112E-15	9.14994886816E-16	1.12291001483E-14
266.0	4.18900631425E-15	2.88081289429E-15	9.16626271381E-16	1.12296246189E-14
268.0	4.6180367535E-15	3.17464984718E-15	9.17584071226E-16	1.12309063653E-14
270.0	5.08483787591E-15	3.49727420104E-15	9.18224890047E-16	1.12331043622E-14
272.0	5.5995586356E-15	3.85383760279E-15	9.19586056288E-16	1.12355540756E-14
274.0	6.1708796351E-15	4.24818518728E-15	9.21782551872E-16	1.12380036408E-14
276.0	6.80197980061E-15	4.68137804054E-15	9.2445501484E-16	1.12406298013E-14
278.0	7.50191807643E-15	5.15553759629E-15	9.27011935153E-16	1.12429819282E-14
280.0	8.26758376051E-15	5.67551782317E-15	9.29649717204E-16	1.12453456552E-14
282.0	9.11036319251E-15	6.24347490245E-15	9.31867651159E-16	1.12477957038E-14
284.0	1.00357604309E-14	6.86461308933E-15	9.34921890553E-16	1.12495049507E-14
286.0	1.10407310671E-14	7.54315053179E-15	9.38494562152E-16	1.1251622445E-14
288.0	1.21364244574E-14	8.28232255139E-15	9.42237669942E-16	1.12538090991E-14
290.0	1.33361035683E-14	9.09607543622E-15	9.46109794906E-16	1.12574382413E-14
292.0	1.46355884758E-14	9.98988967939E-15	9.49213125877E-16	1.1260952568E-14
294.0	1.60625633494E-14	1.09704843607E-14	9.51163219504E-16	1.12640051638E-14
296.0	1.76399671726E-14	1.20485650909E-14	9.52668279898E-16	1.12673051642E-14
298.0	1.93908098581E-14	1.32333234965E-14	9.54190844341E-16	1.12703356496E-14
300.0	2.13046887241E-14	1.45243946008E-14	9.55795445985E-16	1.12730595068E-14
302.0	2.34056722038E-14	1.59329369086E-14	9.57395057238E-16	1.12756838012E-14
304.0	2.57080118063E-14	1.74707069801E-14	9.59004898843E-16	1.12790836258E-14
306.0	2.82078458532E-14	1.91414974995E-14	9.60528965201E-16	1.12833158702E-14
308.0	3.09200632908E-14	2.09544099989E-14	9.63062767357E-16	1.12914514832E-14
310.0	3.38946787028E-14	2.29378038009E-14	9.66669532761E-16	1.12960816969E-14
312.0	3.70924498378E-14	2.51005106985E-14	9.69713502986E-16	1.12981362893E-14
314.0	4.05562190719E-14	2.74621543514E-14	9.72019815188E-16	1.13021628644E-14
316.0	4.43537301749E-14	3.00547733711E-14	9.73977748926E-16	1.13090757987E-14
318.0	4.85429806974E-14	3.29140591712E-14	9.75563627613E-16	1.13124320813E-14
320.0	5.32137334116E-14	3.60066591679E-14	9.77390447118E-16	1.13154638973E-14
322.0	5.8300959696E-14	3.93971249904E-14	9.79353554325E-16	1.13187154933E-14
324.0	6.38789399782E-14	4.30810050618E-14	9.81289756957E-16	1.13218209167E-14
326.0	6.99145151513E-14	4.70781807713E-14	9.83391837758E-16	1.13254145224E-14
328.0	7.6456034418E-14	5.13984057402E-14	9.85652016205E-16	1.1328548218E-14
330.0	8.34912921387E-14	5.60715545442E-14	9.88006322148E-16	1.13321157193E-14
332.0	9.11131815171E-14	6.11485303471E-14	9.90466372661E-16	1.13361651596E-14
334.0	9.93281652002E-14	6.66713373545E-14	9.93193498964E-16	1.13399198066E-14
336.0	1.0821163237E-13	7.26979918422E-14	9.96622779953E-16	1.13447822315E-14
338.0	1.17902799302E-13	7.92596537972E-14	1.00032232501E-15	1.13504998946E-14
340.0	1.28631673227E-13	8.64657698611E-14	1.00449805818E-15	1.13561376754E-14
342.0	1.4046915096E-13	9.43635710059E-14	1.00957298894E-15	1.13618926395E-14
344.0	1.53484998918E-13	1.02910676443E-13	1.01507037531E-15	1.13681551254E-14
346.0	1.67732282687E-13	1.12153983083E-13	1.02023154731E-15	1.13746750878E-14
348.0	1.83042927566E-13	1.2215423678E-13	1.02596555743E-15	1.13809616059E-14
350.0	1.99523310614E-13	1.3293392941E-13	1.03231015912E-15	1.13872576022E-14
352.0	2.17178354925E-13	1.44491488044E-13	1.03859625924E-15	1.13937637511E-14
354.0	2.3603407419E-13	1.56955423169E-13	1.04576030264E-15	1.14001509784E-14
356.0	2.56217192063E-13	1.70467533692E-13	1.05215853078E-15	1.14074638577E-14
358.0	2.78077031566E-13	1.85197662761E-13	1.05870529868E-15	1.14151695004E-14
360.0	3.01838559314E-13	2.01288414155E-13	1.06658315625E-15	1.14248445123E-14
362.0	3.28109111411E-13	2.18963762998E-13	1.076054312E-15	1.1435635249E-14
364.0	3.57335386792E-13	2.38198961984E-13	1.08536900725E-15	1.14481160355E-14
366.0	3.89493705677E-13	2.59059974031E-13	1.09493746876E-15	1.14604447059E-14
368.0	4.245562643E-13	2.81474291648E-13	1.10467790638E-15	1.14747904771E-14
370.0	4.6208937632E-13	3.05567000441E-13	1.11441857079E-15	1.14896291357E-14
372.0	5.02103789838E-13	3.31333348131E-13	1.1250857392E-15	1.15059562941E-14
374.0	5.44552396018E-13	3.58859711803E-13	1.13695597359E-15	1.15196947403E-14
376.0	5.89693237265E-13	3.88278356824E-13	1.14804954624E-15	1.15338521004E-14
378.0	6.37269054964E-13	4.19982103427E-13	1.1598012419E-15	1.15503505477E-14
380.0	6.88195854575E-13	4.54652345065E-13	1.17337214262E-15	1.15711642148E-14
382.0	7.43707972444E-13	4.92502322293E-13	1.18957239262E-15	1.15949938181E-14
384.0	8.05779597529E-13	5.34154681003E-13	1.20786788716E-15	1.16212631545E-14
386.0	8.75264186591E-13	5.79533559035E-13	1.22874388195E-15	1.16490988943E-14
388.0	9.52389068906E-13	6.28707421345E-13	1.25016753901E-15	1.1677795217E-14
390.0	1.03593628054E-12	6.81080852859E-13	1.27219952447E-15	1.17072111211E-14
392.0	1.12523410013E-12	7.36939562449E-13	1.29436597109E-15	1.17368020111E-14
394.0	1.21954841814E-12	7.96178996836E-13	1.31699052973E-15	1.17672295314E-14
396.0	1.31831729087E-12	8.59259055588E-13	1.34050701871E-15	1.17973818651E-14
398.0	1.42132498949E-12	9.25917799656E-13	1.36409180354E-15	1.18257145216E-14
400.0	1.52876903844E-12	9.97243870538E-13	1.38915565778E-15	1.18573371457E-14
402.0	1.64262123725E-12	1.07482274622E-12	1.41909004419E-15	1.18974708516E-14
404.0	1.76700182127E-12	1.16057856177E-12	1.45650392037E-15	1.19461454775E-14
406.0	1.90737114976E-12	1.25588503998E-12	1.50050321764E-15	1.20040310933E-14
408.0	2.06708716914E-12	1.3597016132E-12	1.54901286797E-15	1.20683681572E-14
410.0	2.24457212422E-12	1.47127367905E-12	1.59983378026E-15	1.21353651294E-14
412.0	2.43855067944E-12	1.58925714499E-12	1.65066681765E-15	1.22010377407E-14
414.0	2.64398389861E-12	1.71421800788E-12	1.70082181911E-15	1.22698580615E-14
416.0	2.85882012857E-12	1.84576215159E-12	1.75036402081E-15	1.23524419881E-14
418.0	3.08133134815E-12	1.98467458953E-12	1.79942342021E-15	1.24270952165E-14
420.0	3.30911718314E-12	2.1292718802E-12	1.84799953852E-15	1.24876574271E-14
422.0	3.54055165046E-12	2.28275950385E-12	1.89865437828E-15	1.25504102687E-14
424.0	3.78221757687E-12	2.44822435529E-12	1.96191773598E-15	1.26320324706E-14
426.0	4.04599825604E-12	2.6355378216E-12	2.04625662524E-15	1.27410266841E-14
428.0	4.34887681473E-12	2.84548509913E-12	2.14830861304E-15	1.28745870068E-14
430.0	4.7037373648E-12	3.0766368423E-12	2.2564921653E-15	1.3019412436E-14
432.0	5.10704963601E-12	3.32126562281E-12	2.36511323901E-15	1.31652147304E-14
434.0	5.54492158549E-12	3.57706248462E-12	2.47514715103E-15	1.33139385261E-14
436.0	6.00377637376E-12	3.84523994171E-12	2.58912061178E-15	1.34672623733E-14
438.0	6.47659083408E-12	4.1269892323E-12	2.70223581472E-15	1.36174265347E-14
440.0	6.95713941895E-12	4.42097085699E-12	2.7998598062E-15	1.37446092408E-14
442.0	7.44023041576E-12	4.72301856692E-12	2.88014189813E-15	1.38436604085E-14
444.0	7.92219946422E-12	5.03428113229E-12	2.96464168575E-15	1.39471368943E-14
446.0	8.40654851465E-12	5.37433736471E-12	3.08569069136E-15	1.41099759854E-14
448.0	8.9325070524E-12	5.76249488747E-12	3.2640458967E-15	1.43603391763E-14
450.0	9.56244716104E-12	6.2155267518E-12	3.48902807551E-15	1.46798475233E-14
452.0	1.03338569586E-11	6.71805560372E-12	3.72754693431E-15	1.50092775204E-14
454.0	1.12211762813E-11	7.23399502626E-12	3.95326647873E-15	1.53076499819E-14
456.0	1.21762293414E-11	7.76386233605E-12	4.18061697497E-15	1.55979362013E-14
458.0	1.31768932666E-11	8.31901589929E-12	4.43547643048E-15	1.59079165759E-14
460.0	1.4191653209E-11	8.89436570824E-12	4.67891804346E-15	1.62223580496E-14
462.0	1.52000405162E-11	9.49936496782E-12	4.8764247308E-15	1.64656811477E-14
464.0	1.61852032889E-11	1.01082478243E-11	5.00227130559E-15	1.66025660858E-14
466.0	1.71401708125E-11	1.06997941783E-11	5.14702199198E-15	1.67417112607E-14
468.0	1.80664804099E-11	1.13526931923E-11	5.39113762832E-15	1.70781698312E-14
470.0	1.90500919511E-11	1.21288661428E-11	5.80787911401E-15	1.76596779528E-14
472.0	2.02796288005E-11	1.30733410091E-11	6.32325947791E-15	1.84395289802E-14
474.0	2.19278231831E-11	1.41393336613E-11	6.84191160731E-15	1.9173724673E-14
476.0	2.38607741024E-11	1.52090460913E-11	7.27423875276E-15	1.97233391272E-14
478.0	2.58684268556E-11	1.62565432084E-11	7.6988137899E-15	2.02616382495E-14
480.0	2.8005420876E-11	1.73447864303E-11	8.19886219102E-15	2.09252051616E-14
482.0	3.01341545542E-11	1.84167239909E-11	8.76151874364E-15	2.1683849334E-14
484.0	3.21871434345E-11	1.96752946911E-11	9.22025121843E-15	2.22189055223E-14
486.0	3.41406467114E-11	2.08807471669E-11	9.45909542221E-15	2.2479222405E-14
488.0	3.59563087474E-11	2.1931460531E-11	9.66011971468E-15	2.28743395261E-14
490.0	3.76799283112E-11	2.31078146578E-11	1.01823656311E-14	2.37223968692E-14
492.0	3.94033210983E-11	2.46088514936E-11	1.10951869079E-14	2.50302115573E-14
494.0	4.15784827886E-11	2.64475799731E-11	1.23472023832E-14	2.7042245392E-14
496.0	4.53176175151E-11	2.87676540764E-11	1.34166485524E-14	2.86973803068E-14
498.0	5.02592167117E-11	3.16203636893E-11	1.41147470122E-14	2.96116318661E-14
500.0	5.50148449098E-11	3.40251369896E-11	1.48586453232E-14	3.05331330409E-14
502.0	5.97083132694E-11	3.61816918456E-11	1.59258935286E-14	3.21569982332E-14
504.0	6.37361058358E-11	3.75932904164E-11	1.71271117845E-14	3.38585805566E-14
506.0	6.69201028581E-11	3.97219288289E-11	1.80905937702E-14	3.55592188371E-14
508.0	6.95948728871E-11	4.22707016628E-11	1.85172869297E-14	3.79417446977E-14
510.0	7.26106410718E-11	4.55750786823E-11	1.88217384194E-14	3.93550492564E-14
512.0	7.61625472079E-11	4.95953980915E-11	1.99045757166E-14	4.14377915845E-14
514.0	7.74270676784E-11	5.43073609056E-11	2.16824068656E-14	4.39270135585E-14
516.0	8.00122730943E-11	5.97882114286E-11	2.52791261181E-14	4.87179781888E-14
518.0	9.12906635319E-11	6.62051319539E-11	2.84041340417E-14	5.40694456637E-14
520.0	1.02204938633E-10	7.12270583581E-11	2.97228003733E-14	5.58357806112E-14
522.0	1.18339982608E-10	7.19840647599E-11	3.13016249672E-14	5.87423619436E-14
524.0	1.24925932193E-10	7.44842028513E-11	3.49245456116E-14	6.52178236083E-14
526.0	1.32497862723E-10	7.74252986095E-11	3.79705524509E-14	6.96306928249E-14
528.0	1.572890982E-10	9.57567341944E-11	3.94399010637E-14	7.21636152754E-14
530.0	1.60133653884E-10	1.02938407746E-10	4.1301187141E-14	8.10198887572E-14
532.0	1.840188982E-10	1.11537698458E-10	4.34632229207E-14	8.69825881111E-14
534.0	2.08648774904E-10	1.25505676514E-10	4.83191606399E-14	9.60164595196E-14
536.0	2.16666764433E-10	1.32047769472E-10	5.29950685746E-14	1.03126055011E-13
538.0	2.3024438851E-10	1.35322313334E-10	5.94203090287E-14	1.11814557179E-13
540.0	2.42560721666E-10	1.37374729091E-10	7.03318884682E-14	1.36233673012E-13
542.0	2.93954100806E-10	1.43589669221E-10	7.35845331972E-14	1.43220174718E-13
544.0	3.65429878301E-10	1.65921753269E-10	8.12938821849E-14	1.54716704094E-13
546.0	4.3179009782E-10	1.72456113414E-10	9.40075821524E-14	1.73918749446E-13
548.0	4.77279903383E-10	1.87519185063E-10	1.00459894526E-13	1.83334855876E-13
550.0	5.61833354694E-10	1.91895262429E-10	1.05537265194E-13	1.86444680865E-13
552.0	5.78555705865E-10	1.95311945943E-10	1.23675013911E-13	1.9082557832E-13
554.0	6.16669526954E-10	2.09620922547E-10	1.36525959602E-13	1.95478822003E-13
556.0	6.34115508184E-10	2.39328224623E-10	1.45662050775E-13	2.06016356258E-13
558.0	6.57457554953E-10	2.51435460283E-10	1.53036601441E-13	2.11059997778E-13
560.0	6.67999098811E-10	2.54740291545E-10	1.63421246025E-13	2.19828730192E-13
562.0	7.83727644762E-10	2.55313407422E-10	2.04503209904E-13	2.55315593686E-13
564.0	1.34723175651E-9	2.59366960323E-10	2.2776366729E-13	2.822896282E-13
566.0	1.515050749E-9	2.68937306976E-10	2.5148596645E-13	3.06714367545E-13
568.0	1.65575546823E-9	2.69287483167E-10	2.64990263997E-13	3.30617294076E-13
570.0	1.74649320778E-9	2.70233923997E-10	2.72807891398E-13	3.36180343962E-13
572.0	1.91611275697E-9	2.71808979539E-10	2.77234236382E-13	3.40225245563E-13
574.0	2.17315128258E-9	2.72689620352E-10	2.92710158698E-13	3.48397339424E-13
576.0	2.29817135269E-9	2.73043441408E-10	2.96032871087E-13	3.59463727537E-13
578.0	2.31700062902E-9	2.74237908877E-10	3.02064055794E-13	3.65327135462E-13
580.0	2.32285448661E-9	2.76215542014E-10	3.06456998185E-13	3.67665645921E-13
582.0	2.33305217024E-9	2.78084265561E-10	3.15293289243E-13	3.7463713012E-13
584.0	2.36517933232E-9	2.79469037188E-10	3.44506486281E-13	4.01139264378E-13
586.0	2.38309997721E-9	2.7996843113E-10	3.60820943725E-13	4.15045184259E-13
588.0	2.43218913548E-9	2.80476969041E-10	3.78430306416E-13	4.36531953445E-13
590.0	2.44844243997E-9	2.81286491868E-10	3.92518043021E-13	4.52681295391E-13
592.0	2.48912412873E-9	2.81733594766E-10	4.08148563775E-13	4.79857418378E-13
594.0	2.51015764421E-9	2.83291646853E-10	4.19881493995E-13	5.04683156806E-13
596.0	2.52372107933E-9	2.8489276167E-10	4.48870206167E-13	5.21241218868E-13
598.0	2.53760056807E-9	2.85561958847E-10	4.80202818231E-13	5.38643857634E-13
600.0	2.55841203546E-9	2.86614444757E-10	4.90357379122E-13	5.48142412847E-13
602.0	2.5657159753E-9	2.87188812083E-10	4.96017897343E-13	5.52719130533E-13
604.0	2.57942551063E-9	2.87512397436E-10	5.05744254666E-13	5.6185856677E-13
606.0	2.59887651184E-9	2.88188067412E-10	5.45206847626E-13	5.93043977246E-13
608.0	2.60493364644E-9	2.87950271308E-10	5.88503541754E-13	6.38502637166E-13
610.0	2.60751214849E-9	2.88238833175E-10	6.25565951204E-13	6.72344690324E-13
612.0	2.61356189664E-9	2.88391968707E-10	6.66127547967E-13	7.08062826698E-13
614.0	2.62065540872E-9	2.88580992393E-10	7.09422940688E-13	7.22950113134E-13
616.0	2.62557558521E-9	2.89639306486E-10	7.31743764474E-13	7.35487617421E-13
618.0	2.63251357577E-9	2.90334106286E-10	7.36218890083E-13	7.44406849876E-13
620.0	2.63523295154E-9	2.90955142883E-10	7.40595413801E-13	7.5508242862E-13
622.0	2.63772497646E-9	2.91233060295E-10	7.4717414458E-13	7.62488444292E-13
624.0	2.63840389473E-9	2.91475276819E-10	7.51581597936E-13	7.6551934902E-13
626.0	2.6397637543E-9	2.91707707838E-10	7.58066812833E-13	7.7140979271E-13
628.0	2.6411835602E-9	2.91922986149E-10	7.75364337635E-13	7.8516191737E-13
630.0	2.64297130918E-9	2.92232409955E-10	8.08603451375E-13	8.22588936965E-13
632.0	2.64521776704E-9	2.92493314409E-10	8.26408489867E-13	8.43664020079E-13
634.0	2.6490675804E-9	2.92719973776E-10	8.4968080355E-13	9.10467106279E-13
636.0	2.6549568704E-9	2.92864392893E-10	8.61614639489E-13	9.28547629882E-13
638.0	2.65939124985E-9	2.93074320027E-10	8.71922204876E-13	9.34468404052E-13
640.0	2.65966116483E-9	2.9390573194E-10	8.81469291337E-13	9.46585865998E-13
642.0	2.67565954205E-9	2.94852096446E-10	8.93908517194E-13	9.62294144589E-13
644.0	2.67921639179E-9	2.95655380337E-10	9.01484023636E-13	9.8952654526E-13
646.0	2.68304925731E-9	2.95934196927E-10	9.04239683712E-13	1.00442669046E-12
648.0	2.68759024339E-9	2.96350621027E-10	9.11289495803E-13	1.02976737238E-12
650.0	2.69119706419E-9	2.96681955891E-10	9.24001553467E-13	1.07452837837E-12
652.0	2.69319555034E-9	2.97112089006E-10	9.60539095825E-13	1.0961227094E-12
654.0	2.70131727308E-9	2.97500323438E-10	9.79227041449E-13	1.11122771153E-12
656.0	2.71547442223E-9	2.97642770169E-10	1.03835138425E-12	1.17110526653E-12
658.0	2.72449715472E-9	2.97829617194E-10	1.05710621095E-12	1.1955576662E-12
660.0	2.73560946931E-9	2.98580483855E-10	1.07149608E-12	1.20567531582E-12
662.0	2.75573715834E-9	2.99073278669E-10	1.07794735666E-12	1.21656399886E-12
664.0	2.79212932721E-9	2.99551954005E-10	1.0865758039E-12	1.2234562221E-12
666.0	2.82124112325E-9	2.99728722699E-10	1.10807440521E-12	1.2439177053E-12
668.0	2.83982038315E-9	3.00452834517E-10	1.1202239982E-12	1.27337029149E-12
670.0	2.85891674961E-9	3.00788268112E-10	1.14105734781E-12	1.29186937585E-12
672.0	2.89529351854E-9	3.01627054725E-10	1.16948450287E-12	1.34099577175E-12
674.0	2.92986237215E-9	3.02690769914E-10	1.19714628107E-12	1.37068870487E-12
676.0	2.95769070442E-9	3.03572612926E-10	1.21244272547E-12	1.39206955296E-12
678.0	2.97990947085E-9	3.04444529402E-10	1.25418202548E-12	1.42494025452E-12
680.0	3.01683726131E-9	3.04980966128E-10	1.26788225116E-12	1.437796435E-12
682.0	3.08213434354E-9	3.05405287455E-10	1.28644164694E-12	1.47607943621E-12
684.0	3.12436315181E-9	3.05601187304E-10	1.30263121329E-12	1.50271683301E-12
686.0	3.14567787585E-9	3.05909940579E-10	1.31211214423E-12	1.51437113005E-12
688.0	3.17049071551E-9	3.06556006882E-10	1.31985859465E-12	1.51834758019E-12
690.0	3.18169563931E-9	3.06974129035E-10	1.33240113793E-12	1.52683575084E-12
692.0	3.1996602137E-9	3.07714349754E-10	1.33817858297E-12	1.53190728369E-12
694.0	3.23814286303E-9	3.08400115676E-10	1.34878379622E-12	1.55496035482E-12
696.0	3.27345812019E-9	3.08921711221E-10	1.35695912668E-12	1.57762380236E-12
698.0	3.28101230489E-9	3.09450485483E-10	1.36492039271E-12	1.59671355985E-12
700.0	3.3114339895E-9	3.10938881083E-10	1.3839298513E-12	1.61785622236E-12
702.0	3.38486608851E-9	3.11993783855E-10	1.39917645084E-12	1.63884887385E-12
704.0	3.4876308477E-9	3.12467953137E-10	1.40590563354E-12	1.65107046754E-12
706.0	3.59129966035E-9	3.12765767365E-10	1.4168916132E-12	1.66811698996E-12
708.0	3.6844646491E-9	3.13719563146E-10	1.42545099528E-12	1.67720665217E-12
710.0	3.75087316088E-9	3.14323466493E-10	1.43404922098E-12	1.6819404022E-12
712.0	3.79431391047E-9	3.15770758281E-10	1.4419597202E-12	1.689947388E-12
714.0	3.83846791022E-9	3.16786260083E-10	1.45414826305E-12	1.69801480919E-12
716.0	3.88309920363E-9	3.17673443958E-10	1.48111315399E-12	1.7294112733E-12
718.0	3.92888765384E-9	3.18495983434E-10	1.48821634287E-12	1.74204582129E-12
720.0	3.96500451347E-9	3.20918184427E-10	1.49772732543E-12	1.75692423918E-12
722.0	3.98878052871E-9	3.22591498762E-10	1.50888095046E-12	1.77335521233E-12
724.0	4.03178656674E-9	3.23121637482E-10	1.53232427678E-12	1.79571448188E-12
726.0	4.10423098776E-9	3.23241332207E-10	1.53423031291E-12	1.81230684216E-12
728.0	4.16115134913E-9	3.23518575964E-10	1.54091948831E-12	1.82481095175E-12
730.0	4.19947428192E-9	3.24188091929E-10	1.54646690138E-12	1.8450979861E-12
732.0	4.21833092107E-9	3.25172955248E-10	1.55057261953E-12	1.85668688799E-12
734.0	4.22258151328E-9	3.25496076165E-10	1.55820766466E-12	1.86283232594E-12
736.0	4.24235191019E-9	3.26994256345E-10	1.56550489873E-12	1.87393569189E-12
738.0	4.26291597098E-9	3.29849535408E-10	1.59164944007E-12	1.88937910361E-12
740.0	4.30289162885E-9	3.32488983433E-10	1.59786834392E-12	1.89880210702E-12
742.0	4.31864657778E-9	3.34558415024E-10	1.6081135393E-12	1.91019488763E-12
744.0	4.37377958401E-9	3.37316152537E-10	1.62789896877E-12	1.93435763701E-12
746.0	4.55859242366E-9	3.39645156417E-10	1.64507872215E-12	1.96374501948E-12
748.0	4.79408497688E-9	3.41295921765E-10	1.66855095019E-12	1.9966248397E-12
750.0	4.97650593943E-9	3.42385288828E-10	1.68753172437E-12	2.01643765423E-12
752.0	5.04247445481E-9	3.43600700881E-10	1.69706247848E-12	2.03190712421E-12
754.0	5.07601645891E-9	3.44094841078E-10	1.70519682453E-12	2.04013550205E-12
756.0	5.10276561919E-9	3.45802675687E-10	1.71390110025E-12	2.04906983456E-12
758.0	5.11585279329E-9	3.46216753935E-10	1.72552397628E-12	2.06530220929E-12
760.0	5.25989178903E-9	3.46878211087E-10	1.74648086187E-12	2.07629693415E-12
762.0	5.79106738353E-9	3.48221598188E-10	1.75337473725E-12	2.08313079009E-12
764.0	6.25171935811E-9	3.49266731984E-10	1.7637412659E-12	2.1032981199E-12
766.0	6.32350026096E-9	3.50143014601E-10	1.7824791323E-12	2.11420571329E-12
768.0	6.3356794224E-9	3.50498703925E-10	1.81060402882E-12	2.12519392623E-12
770.0	6.59032402996E-9	3.51071593699E-10	1.83676561795E-12	2.15237794331E-12
772.0	7.05459658053E-9	3.51928045978E-10	1.84945559054E-12	2.18296638695E-12
774.0	7.58826586818E-9	3.53898528518E-10	1.85819712549E-12	2.19852756338E-12
776.0	8.05993992227E-9	3.54972534361E-10	1.86494662137E-12	2.21615872934E-12
778.0	8.33154466309E-9	3.574370735E-10	1.87457408145E-12	2.24097721107E-12
780.0	8.80282060135E-9	3.59457870499E-10	1.88857513096E-12	2.26386741153E-12
782.0	8.75342250042E-9	3.62697915939E-10	1.89445858864E-12	2.28045716922E-12
784.0	8.87963517726E-9	3.63765222905E-10	1.90592531132E-12	2.29422878316E-12
786.0	9.06771386618E-9	3.64614652121E-10	1.91500687153E-12	2.30417543206E-12
788.0	9.0927502189E-9	3.66541176309E-10	1.92697086405E-12	2.32002236544E-12
790.0	9.09723176325E-9	3.68943132603E-10	1.93695605677E-12	2.34953291812E-12
792.0	9.14682294382E-9	3.71952290848E-10	1.95918989317E-12	2.39936216208E-12
794.0	9.19311540795E-9	3.76701725648E-10	1.97270204846E-12	2.45596918451E-12
796.0	9.27905021782E-9	3.79218822772E-10	1.98178423714E-12	2.5270728415E-12
798.0	9.30533934414E-9	3.83928076708E-10	1.99039209328E-12	2.62471972765E-12
800.0	9.42487801307E-9	3.85394015092E-10	2.00306255879E-12	2.71469942626E-12
802.0	9.49318991329E-9	3.87901592244E-10	2.02577198838E-12	2.82397309379E-12
804.0	9.59576445054E-9	3.89169796843E-10	2.03552817531E-12	2.91147850131E-12
806.0	9.63911121819E-9	3.90633220242E-10	2.0402466199E-12	3.02250130045E-12
808.0	9.75820069023E-9	3.91299368407E-10	2.05645447292E-12	3.16192677283E-12
810.0	1.00302377425E-8	3.91648380615E-10	2.07097172775E-12	3.25505020432E-12
812.0	1.0269677212E-8	3.92201173995E-10	2.0903713036E-12	3.41289401179E-12
814.0	1.04109061188E-8	3.93499413594E-10	2.10995297894E-12	3.71504048045E-12
816.0	1.05027731146E-8	3.97133109869E-10	2.12503558749E-12	4.13408394544E-12
818.0	1.06842454868E-8	3.98397685526E-10	2.14075880178E-12	5.04144615126E-12
820.0	1.08640795341E-8	4.02251761052E-10	2.16061437479E-12	6.20798142305E-12
822.0	1.14114958048E-8	4.02717639064E-10	2.18484900979E-12	7.33460048992E-12
824.0	1.14872307067E-8	4.06014824708E-10	2.23107819633E-12	8.5457353925E-12
826.0	1.2056420122E-8	4.08062978767E-10	2.27638683419E-12	9.95905025057E-12
828.0	1.2644694069E-8	4.10063902511E-10	2.32734856177E-12	1.15927417396E-11
830.0	1.28852235506E-8	4.14147011272E-10	2.38817708659E-12	1.34159800862E-11
832.0	1.29938044726E-8	4.1737227334E-10	2.46353393311E-12	1.5442389145E-11
834.0	1.31216887858E-8	4.19377876512E-10	2.53561967286E-12	1.75950846631E-11
836.0	1.32985229409E-8	4.21750287566E-10	2.62122972679E-12	1.99917502485E-11
838.0	1.35996311721E-8	4.26038865277E-10	2.70850255838E-12	2.37952529294E-11
840.0	1.41526357748E-8	4.30831984916E-10	2.8138522772E-12	2.83844515067E-11
842.0	1.45412007533E-8	4.37486219239E-10	2.96619437362E-12	3.42088048949E-11
