# Time[fs]	ED=0.0012[aJ]	ED=0.0020[aJ]	ED=0.0028[aJ]	ED=0.0035[aJ]
1536.0	6.6007064636E-6	6.79719506167E-4	0.0120443718039	0.0325909369239
1538.0	6.63654157388E-6	6.87597205343E-4	0.0121376816281	0.0328197499522
1540.0	6.70854826218E-6	6.93217626276E-4	0.0122385128079	0.0330572944501
1542.0	6.79207506506E-6	7.00025649626E-4	0.0123620797102	0.0332875367728
1544.0	6.85805359681E-6	7.06515648586E-4	0.0124862816276	0.0335323879994
1546.0	6.91200536608E-6	7.13673112751E-4	0.0126079322828	0.0338259672837
1548.0	6.96976020325E-6	7.2014219648E-4	0.0127304189299	0.0341127213389
1550.0	7.03592466456E-6	7.26313102363E-4	0.0128706893934	0.034344586388
1552.0	7.08598324987E-6	7.3591976762E-4	0.0130021213227	0.0346525110731
1554.0	7.1261170628E-6	7.44642483189E-4	0.0131360407408	0.0348890321364
1556.0	7.16412250379E-6	7.5590757834E-4	0.0132939531183	0.0351043609171
1558.0	7.20910700272E-6	7.65336428074E-4	0.0134817296144	0.0353241400674
1560.0	7.26019824495E-6	7.72778286439E-4	0.0136616663836	0.0355726949043
1562.0	7.31936692229E-6	7.83262872997E-4	0.0138326626742	0.0357916024206
1564.0	7.37824928475E-6	7.95641356035E-4	0.0139890973279	0.0360352631988
1566.0	7.42980185058E-6	8.05506338723E-4	0.0140956059764	0.0362922696571
1568.0	7.48736686836E-6	8.13241819375E-4	0.0142148272925	0.0365531959958
1570.0	7.56882878536E-6	8.22963009212E-4	0.0143241827005	0.0368945144578
1572.0	7.64097701433E-6	8.31254419893E-4	0.0144197774012	0.0371556639317
1574.0	7.69664817015E-6	8.41176679935E-4	0.0145362912974	0.0375098518007
1576.0	7.74191209312E-6	8.50418004845E-4	0.014648490623	0.0377995859483
1578.0	7.80698588733E-6	8.58896905055E-4	0.0147832802927	0.0380875985631
1580.0	7.8701794068E-6	8.6693064484E-4	0.0149297644287	0.0383455959932
1582.0	7.93077348607E-6	8.78429919458E-4	0.0150849905451	0.0386912553298
1584.0	8.00101892012E-6	8.90089550291E-4	0.0152798522011	0.0389530640384
1586.0	8.07512565449E-6	8.99629676364E-4	0.0154037793377	0.0392110620687
1588.0	8.14644453639E-6	9.10443625501E-4	0.0155426109806	0.0394799273157
1590.0	8.20568664165E-6	9.21289374316E-4	0.0156789930019	0.0397108452193
1592.0	8.26079896128E-6	9.31287728909E-4	0.0158221768524	0.0399011544625
1594.0	8.31929812628E-6	9.39514070732E-4	0.0159697474558	0.0401320843531
1596.0	8.40018383246E-6	9.49356543944E-4	0.0161278077753	0.040329599247
1598.0	8.46332997168E-6	9.56386820283E-4	0.0163012577174	0.04057202193
1600.0	8.54593769269E-6	9.64518581755E-4	0.0164335777746	0.0407806769946
1602.0	8.60490353506E-6	9.69489446862E-4	0.016570069387	0.0410051868853
1604.0	8.6597061966E-6	9.76000162542E-4	0.0167346182727	0.0412174209027
1606.0	8.73374161577E-6	9.86514838674E-4	0.0168860846982	0.0414806588667
1608.0	8.82559559273E-6	9.94696161662E-4	0.0169870036491	0.0416853546174
1610.0	8.90546734494E-6	0.00100280466911	0.017113378528	0.0419558698616
1612.0	8.98878293464E-6	0.00101249034246	0.0172550458279	0.0422497406011
1614.0	9.06700168659E-6	0.00102089853742	0.01738962405	0.0424847577882
1616.0	9.12357045593E-6	0.0010287145837	0.0175397930892	0.0427167389363
1618.0	9.18537695964E-6	0.00103616060755	0.0177102914989	0.0429612319652
1620.0	9.2721715403E-6	0.00104555046939	0.0178684167093	0.0432598633298
1622.0	9.3524536125E-6	0.00105530960529	0.0180693497085	0.043470340718
1624.0	9.44039637334E-6	0.00106591733026	0.0182289310177	0.043722513087
1626.0	9.49380334431E-6	0.0010790570838	0.0183838598241	0.0439284491419
1628.0	9.57011760827E-6	0.00109550631938	0.018530352137	0.0441380583395
1630.0	9.64928423117E-6	0.00110685688464	0.0186802484385	0.0443715609907
1632.0	9.70736157293E-6	0.00111574761698	0.0188082258923	0.0445944489854
1634.0	9.79560574582E-6	0.00112783251874	0.0189393745044	0.0448399222996
1636.0	9.87322320667E-6	0.00113885098193	0.0190733931652	0.0451108278911
1638.0	9.94459515025E-6	0.00114691146751	0.0191918007317	0.0453330729001
1640.0	1.00164333693E-5	0.00115537272887	0.0193399636129	0.0455977524758
1642.0	1.00906599966E-5	0.00116299287358	0.0194637992881	0.0458566382499
1644.0	1.01763454107E-5	0.00117103088281	0.0196729168355	0.046130207158
1646.0	1.02462150335E-5	0.00118028337542	0.0198475024293	0.0464505737622
1648.0	1.03310450914E-5	0.00119020482466	0.0200180703195	0.0468032839614
1650.0	1.04202873322E-5	0.00120066497548	0.0201612094699	0.047050086491
1652.0	1.05304293314E-5	0.00120870073834	0.0203164065626	0.0473306781936
1654.0	1.06232657181E-5	0.00121926349421	0.0204607779112	0.0475634297894
1656.0	1.07010837363E-5	0.00123107608169	0.0206195178411	0.0478389131725
1658.0	1.07575234761E-5	0.00124141599444	0.0207770172548	0.0481139946578
1660.0	1.08264389501E-5	0.00125180440875	0.0209117080217	0.0483918568845
1662.0	1.09104597331E-5	0.00126083027042	0.0210739202632	0.0486835824801
1664.0	1.09819443749E-5	0.00127010112962	0.0212119297423	0.0489665376842
1666.0	1.10653792966E-5	0.00127909659393	0.0213730898209	0.0492490929819
1668.0	1.11728812094E-5	0.00129053329127	0.0215386071465	0.0495422024771
1670.0	1.12628849884E-5	0.0013039569479	0.0217399134462	0.0498131609621
1672.0	1.13763194519E-5	0.00131891159433	0.0218926028766	0.050088910214
1674.0	1.14582269021E-5	0.00133425542251	0.0220261636381	0.0502899160215
1676.0	1.15512755469E-5	0.00134666199873	0.0221747939081	0.0505371428115
1678.0	1.16578101928E-5	0.00135834880684	0.0223227482296	0.0507295163882
1680.0	1.17584548055E-5	0.00136995451544	0.0224893456962	0.0509334995895
1682.0	1.1840744907E-5	0.00138064037428	0.0226420633751	0.0511570624115
1684.0	1.19340405269E-5	0.00138885545706	0.0228046565597	0.0513832143458
1686.0	1.20208049113E-5	0.00139773537938	0.0229722089756	0.0516759884374
1688.0	1.21056298976E-5	0.00140588728914	0.023176475428	0.0519400869607
1690.0	1.21920308517E-5	0.00141388403155	0.0233656844427	0.0522092372491
1692.0	1.22747640249E-5	0.00142356413481	0.023528109871	0.0524932058147
1694.0	1.238341397E-5	0.00143367293248	0.0237147292799	0.0527593722112
1696.0	1.24992140253E-5	0.00144244932458	0.023973776277	0.0529714938811
1698.0	1.26047237947E-5	0.0014545303984	0.0241717148632	0.0532471652689
1700.0	1.27224760333E-5	0.0014631214014	0.0243727664377	0.0534601682532
1702.0	1.28207402108E-5	0.00147078315118	0.0245310520163	0.0536426455103
1704.0	1.29165870652E-5	0.00147866602117	0.0246654758514	0.0538505579755
1706.0	1.30142151148E-5	0.00148848884657	0.0248471641335	0.0540534335517
1708.0	1.31102736947E-5	0.00149848834724	0.0250174176587	0.0542999819763
1710.0	1.31930721235E-5	0.00151192682258	0.0252425222892	0.0545702879943
1712.0	1.3287153871E-5	0.00152982743397	0.0254433660691	0.0548165529303
1714.0	1.33953826258E-5	0.00154349448766	0.025669617311	0.055023491759
1716.0	1.34809982841E-5	0.00155859165115	0.0258764373232	0.0552800467874
1718.0	1.35904354595E-5	0.00157405463001	0.0260961837991	0.0555362484137
1720.0	1.36785429566E-5	0.00158464188096	0.026282437586	0.0558025410366
1722.0	1.37710160162E-5	0.00159483942565	0.026460368138	0.0560549007841
1724.0	1.38817774117E-5	0.00160721843404	0.0266170326605	0.0563134313583
1726.0	1.39981637803E-5	0.00161974668812	0.0268372398519	0.0565009913437
1728.0	1.40950288495E-5	0.00162973994947	0.0270292195776	0.0566970415204
1730.0	1.41916706832E-5	0.00164025585121	0.0272603054035	0.0569165591491
1732.0	1.42895770562E-5	0.00165149078977	0.0274841948036	0.0571441625972
1734.0	1.44016694259E-5	0.00166343986218	0.0276841580423	0.0573872624676
1736.0	1.45227672311E-5	0.00167699113569	0.0278412953947	0.0576261233566
1738.0	1.46193909458E-5	0.00169250847746	0.0280265722042	0.0578956266231
1740.0	1.47178159097E-5	0.00170384136133	0.0281833773653	0.0582411130196
1742.0	1.48231753831E-5	0.00171401127279	0.0283499994847	0.0584944632944
1744.0	1.49051655644E-5	0.00172564306555	0.0285241655998	0.0587370264803
1746.0	1.49986304526E-5	0.00173690507228	0.0286810933559	0.0589693977494
1748.0	1.50957896409E-5	0.00174811456464	0.0288716368463	0.0591745994174
1750.0	1.51856356514E-5	0.00176034425641	0.0290545876653	0.0594034967694
1752.0	1.5267522359E-5	0.00177421369179	0.0292988969248	0.0596798451282
1754.0	1.53743181909E-5	0.00178725044319	0.0295092087542	0.0599175965901
1756.0	1.54992720798E-5	0.00180046756424	0.0297779954573	0.0601773094722
1758.0	1.56697464006E-5	0.00181896178299	0.029969418308	0.0604640111919
1760.0	1.58007869376E-5	0.00183813920607	0.0301761296576	0.0607851462902
1762.0	1.59588547704E-5	0.00185392346453	0.030380372611	0.0610100941019
1764.0	1.60661694874E-5	0.00186692942601	0.030592121092	0.0612716429905
1766.0	1.62121654854E-5	0.00187813093267	0.0307896509853	0.0615086385354
1768.0	1.6369199483E-5	0.0018871675615	0.0309874991031	0.0617852188581
1770.0	1.64969754446E-5	0.00189698240165	0.0311736505099	0.0620882545791
1772.0	1.66122120611E-5	0.00190591617873	0.0313394161472	0.0623368552139
1774.0	1.67069338009E-5	0.0019126827135	0.0315050827474	0.0626372952769
1776.0	1.68211075737E-5	0.00192695562644	0.0316557532175	0.0629366975515
1778.0	1.69304947994E-5	0.00194473582232	0.0318002041913	0.0631847898488
1780.0	1.70447217059E-5	0.00195889502585	0.0320209568014	0.0634070548791
1782.0	1.71676910128E-5	0.00197746793885	0.0322222565137	0.0636448272258
1784.0	1.72785532627E-5	0.00199352361636	0.0323985034202	0.0638993148475
1786.0	1.73778224633E-5	0.00200430255138	0.0325494191749	0.0641888093843
1788.0	1.74866508307E-5	0.00201736231148	0.0327105370407	0.0644471315316
1790.0	1.76124130302E-5	0.00203173523537	0.0328920313074	0.0646968180698
1792.0	1.77729910494E-5	0.00204403659127	0.0330411990471	0.0649202054748
1794.0	1.79349111842E-5	0.00205474971342	0.0332229626521	0.06514467741
1796.0	1.80755912431E-5	0.00206689535846	0.0333809857641	0.0653804685395
1798.0	1.82410336645E-5	0.00207926307963	0.0335640564361	0.0655811418134
1800.0	1.84265083397E-5	0.00209140292145	0.0337622814912	0.0657833271522
1802.0	1.86022688282E-5	0.00210504030793	0.0339825381149	0.0660021526112
1804.0	1.87691368816E-5	0.00211457739953	0.0341977507984	0.0662279077649
1806.0	1.89160330843E-5	0.00212310752634	0.0344244005391	0.0664403278917
1808.0	1.91002031952E-5	0.00213579745956	0.0346485377965	0.0667148494719
1810.0	1.92450643378E-5	0.00214668070678	0.0348671316221	0.0669626699048
1812.0	1.93702540608E-5	0.00215574547463	0.0350832663944	0.0672264925655
1814.0	1.95017891424E-5	0.00216426073869	0.0352906204539	0.0674940059971
1816.0	1.96357797745E-5	0.00217495926053	0.0354613362938	0.0677230571253
1818.0	1.97472414534E-5	0.00218525003069	0.0356496190424	0.067959480766
1820.0	1.98666700527E-5	0.00219514546997	0.0358112669021	0.0681859066118
1822.0	2.00081948424E-5	0.00220598632367	0.0360198875792	0.0684120405934
1824.0	2.01098685867E-5	0.00221989924099	0.0362107426821	0.0685965701726
1826.0	2.02462560363E-5	0.00223803682254	0.0363836870475	0.0688423927931
1828.0	2.04239436693E-5	0.00225426785422	0.0365857328881	0.0690953116603
1830.0	2.05926408166E-5	0.0022695910345	0.0367993549923	0.0693308699124
1832.0	2.07660126973E-5	0.0022839896289	0.0369756204061	0.0695881166845
1834.0	2.093249616E-5	0.00229567815485	0.0371211298365	0.0698115768961
1836.0	2.11462145153E-5	0.00230841213308	0.0372975124061	0.0700552823711
1838.0	2.1326540291E-5	0.00232158277091	0.0374519988941	0.0702639045342
1840.0	2.15139701226E-5	0.00233627040233	0.0377146564448	0.0704549710677
1842.0	2.16778260556E-5	0.00235018496743	0.0379172165562	0.0706562043392
1844.0	2.18597526022E-5	0.00236411122842	0.0381791269225	0.0708559669431
1846.0	2.20364991726E-5	0.0023772468917	0.0383973967015	0.0710561633222
1848.0	2.22151127456E-5	0.00239042487896	0.0386522636587	0.071331545708
1850.0	2.23633771511E-5	0.0024030645906	0.0388575313627	0.0716195399365
1852.0	2.24902937263E-5	0.00241578587337	0.0390756242646	0.071880842353
1854.0	2.26065901465E-5	0.00242837382349	0.0392712069942	0.072241362075
1856.0	2.27544118793E-5	0.00244026874901	0.0395142182134	0.072531987238
1858.0	2.28686463715E-5	0.00245334162726	0.0397336824821	0.0728753331168
1860.0	2.30334302266E-5	0.00246775993893	0.0399999800111	0.0731330231261
1862.0	2.32105728642E-5	0.00248090149835	0.040188261566	0.0734157824129
1864.0	2.33621671729E-5	0.00249381953889	0.0403788348232	0.073626095091
1866.0	2.35663589253E-5	0.00250690131241	0.0405858349194	0.0738398086906
1868.0	2.37439956209E-5	0.00251908165668	0.0408027086478	0.0740461061019
1870.0	2.39402669473E-5	0.00253202721457	0.041039543401	0.0742755812902
1872.0	2.41991320254E-5	0.00254715552447	0.0412553518335	0.0745258486036
1874.0	2.44509222562E-5	0.00256231025364	0.0414683053522	0.0747582817683
1876.0	2.4624360454E-5	0.00257327203018	0.0416466287758	0.0750491817158
1878.0	2.48244755683E-5	0.0025847766358	0.0418578568188	0.0752990129859
1880.0	2.5004256594E-5	0.00259584743084	0.04203841796	0.0755744690767
1882.0	2.52048179642E-5	0.00260705935361	0.0421703652578	0.0757924695086
1884.0	2.53805511129E-5	0.00261767649982	0.0423569814548	0.0760286365851
1886.0	2.55426726095E-5	0.00262937819852	0.0425617872093	0.0762582009209
1888.0	2.57205939635E-5	0.00264178906574	0.0427648408587	0.0765185703069
1890.0	2.59111750014E-5	0.00265524254758	0.0429804461562	0.076778495322
1892.0	2.60942879903E-5	0.00266788113222	0.043215134479	0.0770224197356
1894.0	2.63273825155E-5	0.00267981747082	0.0434281022362	0.0772393777206
1896.0	2.6513538711E-5	0.00269323504781	0.0436318346335	0.0774951316583
1898.0	2.66521777132E-5	0.00270403544023	0.0438291043606	0.0777840634729
1900.0	2.67592059415E-5	0.00271438553534	0.0440190475148	0.0780216468698
1902.0	2.68955920197E-5	0.00272428159761	0.0442750022798	0.0782776547911
1904.0	2.70445456423E-5	0.00273464112268	0.0444938948243	0.0785065620045
1906.0	2.72003794673E-5	0.00274376146794	0.044743491672	0.0787566367255
1908.0	2.73745344823E-5	0.00275239662137	0.0449665438148	0.0789931971326
1910.0	2.75699454127E-5	0.0027632536021	0.0451848384862	0.0792094113221
1912.0	2.77071946876E-5	0.00277490257911	0.045394860907	0.0794221144005
1914.0	2.78926701545E-5	0.00278972032877	0.0455989052239	0.0796353455789
1916.0	2.80920807147E-5	0.00280862322144	0.045766251141	0.0798426177618
1918.0	2.82856747455E-5	0.00282482830273	0.0459528621445	0.080056304112
1920.0	2.84258249531E-5	0.0028390883353	0.0461763962203	0.0803009623038
1922.0	2.86264887964E-5	0.00285524174264	0.0464092786774	0.0805906306848
1924.0	2.87837133797E-5	0.00286852901778	0.0465863042201	0.0808491514507
1926.0	2.88895823255E-5	0.00288025592394	0.0467682627161	0.0811427177095
1928.0	2.90373533722E-5	0.00289286051916	0.0469640314668	0.0813812913174
1930.0	2.92502153855E-5	0.00290811954124	0.0471843863947	0.0816445700926
1932.0	2.95006113207E-5	0.00292111841551	0.047389286278	0.0818451051854
1934.0	2.97928919105E-5	0.00293524863998	0.0475732837133	0.0820333777343
1936.0	3.00133532244E-5	0.00294583147698	0.0477702124082	0.0822507860865
1938.0	3.02186649586E-5	0.00295603146985	0.0479589981532	0.0824512859625
1940.0	3.04026276258E-5	0.00296799144707	0.0481072904954	0.0826897979414
1942.0	3.05774247164E-5	0.00297795398116	0.0483084908109	0.0829450021869
1944.0	3.07898341786E-5	0.00298926965229	0.0484792077009	0.0832199827894
1946.0	3.09243293453E-5	0.00300124161362	0.0487154608489	0.0834484355053
1948.0	3.11112233903E-5	0.00301311011443	0.0489583574405	0.0836981338794
1950.0	3.13158751786E-5	0.00302697857187	0.0491816399208	0.0839575218604
1952.0	3.15118370295E-5	0.00304218721136	0.0494369866681	0.0842096614677
1954.0	3.17627019713E-5	0.00305853330912	0.0496246153801	0.084456602354
1956.0	3.20685426133E-5	0.00307223987472	0.0498660156257	0.0847077279256
1958.0	3.230396151E-5	0.00308586067524	0.0500754424979	0.0849897419973
1960.0	3.24962433251E-5	0.00310173210979	0.050284079104	0.0853433674625
1962.0	3.27232431844E-5	0.003118833825	0.050503686486	0.0856160917031
1964.0	3.29104137467E-5	0.00313446257413	0.0507011145911	0.0858713973586
1966.0	3.31238476293E-5	0.00314899516456	0.0508996944742	0.0861408289934
1968.0	3.33668163162E-5	0.0031632679986	0.0511222740247	0.0863548015225
1970.0	3.35537765375E-5	0.00317550560011	0.0513276586325	0.0866077555812
1972.0	3.37261863796E-5	0.00318871641741	0.051542597298	0.0868699108166
1974.0	3.39546963525E-5	0.00320284069148	0.0517317035925	0.087171327643
1976.0	3.41746817412E-5	0.00321462627612	0.0519079033692	0.0874497232566
1978.0	3.4376905006E-5	0.0032261324851	0.0520455794378	0.0877065152237
1980.0	3.46238855722E-5	0.00323934833294	0.0522312491549	0.0880031018189
1982.0	3.4820507432E-5	0.00325364430407	0.052443915866	0.088254615951
1984.0	3.50155180404E-5	0.00326819119112	0.0526662604059	0.088490286939
1986.0	3.52517755215E-5	0.00328199917143	0.0528955931359	0.0887746436847
1988.0	3.55149739744E-5	0.00329701938131	0.0530918085187	0.0890344392044
1990.0	3.58035800057E-5	0.00331122141183	0.0533689588684	0.0892689873409
1992.0	3.60278291077E-5	0.00332368793442	0.0535772829035	0.0895144120741
1994.0	3.62669804813E-5	0.00333627500839	0.0537478417332	0.0897618888926
1996.0	3.65551411385E-5	0.00335090691075	0.0539590804274	0.0900139648692
1998.0	3.67840916807E-5	0.00336406861391	0.0541741944045	0.0902863062229
2000.0	3.70245615813E-5	0.00337866716054	0.0544224206287	0.09054399427
2002.0	3.7321145062E-5	0.00339587295489	0.0546093088562	0.0908317741283
2004.0	3.75187889279E-5	0.00340572863588	0.0547902354325	0.0911189263398
2006.0	3.77434601061E-5	0.0034207798702	0.0549602006883	0.0914027819306
2008.0	3.79633306039E-5	0.00343759012419	0.0551223298422	0.0917107856978
2010.0	3.81746042402E-5	0.00345280484286	0.0552960051976	0.0919981561473
2012.0	3.84285795177E-5	0.00346657484454	0.0554844790071	0.0923184272813
2014.0	3.86924680943E-5	0.00347734722411	0.0556907905775	0.0926037708148
2016.0	3.89453773678E-5	0.00348884956232	0.0559163252173	0.0928886117902
2018.0	3.91962945802E-5	0.00350441969879	0.0561784776301	0.0931413395241
2020.0	3.95099072753E-5	0.00352020188139	0.0563773874053	0.0934213635386
2022.0	3.98042869914E-5	0.00353162217104	0.0566099143651	0.0937075217034
2024.0	4.00739543616E-5	0.0035420761489	0.056809604874	0.0940380308531
2026.0	4.03281001503E-5	0.00355595095347	0.0569797195963	0.094295383513
2028.0	4.05945475648E-5	0.0035738331672	0.0572317096607	0.0945400124722
2030.0	4.08510871287E-5	0.00358756249155	0.0574694253515	0.094783642127
2032.0	4.11672366517E-5	0.0035983217252	0.0576998503296	0.0950232320666
2034.0	4.14915577757E-5	0.00361123940036	0.0579263319399	0.0952665151585
2036.0	4.17618113853E-5	0.00362724811492	0.0581518323069	0.0955945977513
2038.0	4.20662084707E-5	0.00363996387652	0.0583272741909	0.0958667796476
2040.0	4.23482810541E-5	0.00365347543399	0.0585268681407	0.0961043787393
2042.0	4.27033770256E-5	0.00366796500704	0.0587117538358	0.0964146683979
2044.0	4.30780184323E-5	0.003679254845	0.0589077985009	0.0967052108362
2046.0	4.33900183726E-5	0.00369413696475	0.0591081766871	0.0970033710537
2048.0	4.37406400228E-5	0.00370774769041	0.059332118988	0.0973351499272
2050.0	4.40864753336E-5	0.00372289979201	0.0594973847769	0.0976445159006
2052.0	4.43598587274E-5	0.00373904681988	0.0596517058473	0.0979502655476
2054.0	4.46476105747E-5	0.00375637602476	0.0598565174396	0.0982166561391
2056.0	4.49095920023E-5	0.00377425488342	0.0600342926685	0.0984736840641
2058.0	4.52076200901E-5	0.0037931064361	0.0602956385426	0.0986944293248
2060.0	4.5471432625E-5	0.00381473971955	0.0605302804006	0.0989883861316
2062.0	4.5696485909E-5	0.00383306937004	0.0607766844333	0.0992462170359
2064.0	4.5988122257E-5	0.00385006899488	0.0609769562635	0.0995026832953
2066.0	4.62744145548E-5	0.00387205426029	0.0612540843033	0.0997400659016
2068.0	4.65125302736E-5	0.00389288632419	0.0614661691026	0.0999886210022
2070.0	4.68866859661E-5	0.00390898965524	0.061669807315	0.100207082838
2072.0	4.71728918369E-5	0.00392819838104	0.0618949432668	0.100412272834
2074.0	4.74635587378E-5	0.003945416378	0.0620864528049	0.100638440676
2076.0	4.77120955772E-5	0.00396100902959	0.062340192478	0.10087144517
2078.0	4.78773629029E-5	0.00397709829708	0.0625770365605	0.101101905509
2080.0	4.81665942071E-5	0.00399077734327	0.062809097746	0.101363662364
2082.0	4.83708448954E-5	0.00400299256102	0.0630086434275	0.101626792737
2084.0	4.86116500861E-5	0.00401765876948	0.0632215114211	0.101877064765
2086.0	4.89558502917E-5	0.00403361031276	0.0634346025378	0.10210068662
2088.0	4.93007072779E-5	0.00405253739651	0.0636412448429	0.102318540743
2090.0	4.95977291791E-5	0.0040722310509	0.0638603256128	0.102508273924
2092.0	4.99953800244E-5	0.00409084629078	0.0640808807168	0.102733632293
2094.0	5.03686271577E-5	0.00411124137198	0.0642765768383	0.102991185865
2096.0	5.06792521844E-5	0.00413023305752	0.0645203689394	0.103287879084
2098.0	5.10584818018E-5	0.00414947244581	0.0647503954457	0.103637690557
2100.0	5.14176653242E-5	0.00416799818033	0.0649634283741	0.104004929766
2102.0	5.18000391188E-5	0.0041900258016	0.0651213144476	0.10434762762
2104.0	5.21316307416E-5	0.00421083262621	0.0653115851163	0.104640804492
2106.0	5.24449177446E-5	0.00422704269272	0.0655033788464	0.104966279768
2108.0	5.2746922096E-5	0.00424564487847	0.0657054934206	0.10526748128
2110.0	5.30047168347E-5	0.00426385595168	0.0659050076473	0.105546220872
2112.0	5.33744394222E-5	0.00428572214051	0.0661217078188	0.105810238511
2114.0	5.36450041591E-5	0.00430648704739	0.0663458511646	0.106034634017
2116.0	5.38875773099E-5	0.00432296551437	0.0666277532991	0.106273688853
2118.0	5.41616903559E-5	0.00433846231717	0.0668839385751	0.106506199606
2120.0	5.43874541648E-5	0.00435214028707	0.0671423689683	0.106760966338
2122.0	5.45933364542E-5	0.00436725870277	0.0673876858249	0.106981254377
2124.0	5.48183636177E-5	0.00438305661798	0.0675956988893	0.10725368978
2126.0	5.51432190972E-5	0.00439417880261	0.0678215378585	0.107504116729
2128.0	5.54973291236E-5	0.00440921467077	0.0680202952739	0.107759930406
2130.0	5.58242425713E-5	0.00442507824206	0.06818846372	0.108016184299
2132.0	5.61054310537E-5	0.00444164687002	0.0683826598946	0.108235282976
2134.0	5.64032074335E-5	0.00445769695605	0.0685622495723	0.108430677438
2136.0	5.67367877107E-5	0.00447584069788	0.0688050635741	0.108680617541
2138.0	5.70933666269E-5	0.00449315770575	0.0690070352814	0.108954268099
2140.0	5.74361407285E-5	0.0045107072897	0.0692473942409	0.109209161699
2142.0	5.78130989066E-5	0.00452500339891	0.0694771355296	0.109447902721
2144.0	5.81127424652E-5	0.00454033143336	0.0696927095205	0.109756797062
2146.0	5.83963067378E-5	0.00455341939471	0.0698853791052	0.110037605932
2148.0	5.85937847887E-5	0.00456987999924	0.0701087667404	0.110318090497
2150.0	5.89268594256E-5	0.00458496235378	0.070368064663	0.110545168702
2152.0	5.92575507216E-5	0.00460050567185	0.0706485083738	0.110748247786
2154.0	5.95895687717E-5	0.00461291830475	0.070897565539	0.111002299395
2156.0	5.99504623289E-5	0.00462703438312	0.0711701094516	0.111242073643
2158.0	6.03553545043E-5	0.00464122337419	0.071369392269	0.111491660801
2160.0	6.07412420215E-5	0.00465906565754	0.0715856715381	0.111746454896
2162.0	6.11221758527E-5	0.00467635004527	0.0718070678273	0.111993242468
2164.0	6.14867620513E-5	0.00468855105491	0.0720327923271	0.112247906724
2166.0	6.18018555518E-5	0.00470291239692	0.0722533404601	0.112484820388
2168.0	6.20955236252E-5	0.00471872784804	0.0724588209525	0.112758719239
2170.0	6.24042342225E-5	0.00473563803092	0.0726608148719	0.113060193463
2172.0	6.26628202047E-5	0.00474812582443	0.0729017444891	0.113293097324
2174.0	6.29962492909E-5	0.00476319789561	0.0731286324904	0.113570191356
2176.0	6.3298037516E-5	0.00477594984557	0.0733595325592	0.113857919893
2178.0	6.36457870958E-5	0.00479340531734	0.0735861013612	0.114092896069
2180.0	6.39584651561E-5	0.00480783439272	0.0738089649049	0.114322780451
2182.0	6.43776524717E-5	0.00482222543354	0.0740085928603	0.114591323564
2184.0	6.47286364107E-5	0.00484097643469	0.0742374831813	0.114852776141
2186.0	6.50441881567E-5	0.00486138802013	0.0744619089242	0.115150181077
2188.0	6.5389672598E-5	0.00487778691789	0.0747475398105	0.115389001536
2190.0	6.57413089626E-5	0.00489378621756	0.0749623849006	0.115643566709
2192.0	6.61427354682E-5	0.00490465088397	0.0751760480113	0.11593236094
2194.0	6.64563281457E-5	0.00491538862027	0.0754237571856	0.116193494892
2196.0	6.67800410317E-5	0.00492702003329	0.075636701786	0.116459876871
2198.0	6.71574142667E-5	0.00494516305863	0.0759014258706	0.116692301977
2200.0	6.75423863116E-5	0.0049605669525	0.0761481675998	0.116920387075
2202.0	6.78068496172E-5	0.0049733304449	0.076404775733	0.117150965038
2204.0	6.81232481433E-5	0.00498790574395	0.0766650143227	0.117457701121
2206.0	6.8413286524E-5	0.0050045009757	0.0768378177066	0.117756560965
2208.0	6.8668009829E-5	0.00502333960959	0.0770179787971	0.118021670929
2210.0	6.89907078589E-5	0.0050399156062	0.0772740937756	0.118264342101
2212.0	6.92978482269E-5	0.00505463456095	0.0775566044424	0.118508690672
2214.0	6.95775947087E-5	0.00507048364116	0.0778776995576	0.118837246067
2216.0	6.98434005016E-5	0.00508401343754	0.0781753978776	0.119073617183
2218.0	7.01928374317E-5	0.00510004736479	0.0783904619496	0.11933964331
2220.0	7.05906532298E-5	0.00511486864399	0.0786341723018	0.119582458396
2222.0	7.10852196447E-5	0.00513102237692	0.0788772342285	0.119814444886
2224.0	7.14412928331E-5	0.00514890629322	0.0791095692089	0.120046886708
2226.0	7.18496053346E-5	0.00516705676027	0.0792855298815	0.12030297649
2228.0	7.22774131855E-5	0.00518176449059	0.0795216665048	0.120538029617
2230.0	7.26599480099E-5	0.00520402151855	0.0797287332085	0.120771503746
2232.0	7.30632766462E-5	0.00522314129291	0.0799730286319	0.120978869525
2234.0	7.33659002273E-5	0.00523875138478	0.0801774502397	0.121272377183
2236.0	7.37863779092E-5	0.00525590600716	0.0804562355502	0.121582324787
2238.0	7.42222589991E-5	0.00527317207851	0.0806856272156	0.12190130174
2240.0	7.46292327543E-5	0.00529222000554	0.0809441848346	0.12220768224
2242.0	7.51051106874E-5	0.00531083333811	0.081167146574	0.12246203576
2244.0	7.54642282814E-5	0.00533292457149	0.081346629049	0.122716172876
2246.0	7.59277999509E-5	0.00535268273193	0.0815733816331	0.122955298893
2248.0	7.6471925289E-5	0.00536980824723	0.0817701264307	0.123221201359
2250.0	7.70231874594E-5	0.00538804245328	0.0819769313802	0.123470877852
2252.0	7.74990255092E-5	0.00540760730353	0.0821993047667	0.123750377522
