# Time[fs]	ED_cav=0.03[aJ]	ED_free=0.03[aJ]	ED_cav=0.06[aJ]	ED_free=0.06[aJ]	ED_cav=0.11[aJ]	ED_free=0.11[aJ]
1784.0	6.84968579603E-4	1.71665301129E-7	0.0680558418566	5.30034281645E-4	0.850080014886	0.884769729446
1786.0	6.90120384698E-4	1.71812791981E-7	0.068254515436	5.3062153219E-4	0.850248060599	0.884755402459
1788.0	6.94610967305E-4	1.7209422586E-7	0.0683800952391	5.32013767696E-4	0.850402876432	0.88481583051
1790.0	6.996953545E-4	1.72235780353E-7	0.0685198198914	5.33355772757E-4	0.850529230706	0.884908041211
1792.0	7.02425961072E-4	1.72240101414E-7	0.0685878991073	5.34617117748E-4	0.850652888903	0.884926902112
1794.0	7.05230812695E-4	1.72253216744E-7	0.0687448754888	5.34563632288E-4	0.850837639791	0.8849682791
1796.0	7.08001387992E-4	1.72257863248E-7	0.0688908481818	5.34967458109E-4	0.85121747037	0.885022594198
1798.0	7.10117326442E-4	1.72258633401E-7	0.0690885991549	5.35268983554E-4	0.851599703224	0.885374974769
1800.0	7.12070337358E-4	1.72264141277E-7	0.0693483893721	5.35460678609E-4	0.851917621563	0.885631774871
1802.0	7.14550418582E-4	1.72274155823E-7	0.0696548865495	5.35512825444E-4	0.852272599663	0.885791021859
1804.0	7.19837245303E-4	1.72311697281E-7	0.069902678738	5.35672431259E-4	0.852541477441	0.885872832398
1806.0	7.26472752272E-4	1.72347525834E-7	0.0701224004642	5.3626311792E-4	0.852810891838	0.885936234463
1808.0	7.33693192261E-4	1.72355405084E-7	0.0702948589168	5.37220571101E-4	0.852956351692	0.886150935622
1810.0	7.40227733473E-4	1.72357261979E-7	0.0704299200116	5.39652975094E-4	0.853176653004	0.886151524625
1812.0	7.48412707826E-4	1.72368847721E-7	0.0705575139625	5.40637297146E-4	0.853262630852	0.886309898413
1814.0	7.5440981268E-4	1.72382819268E-7	0.0706501654582	5.41889425664E-4	0.853425080807	0.886376801849
1816.0	7.58779720977E-4	1.73128791745E-7	0.070771639622	5.43185361789E-4	0.853654250318	0.886426672849
1818.0	7.62523757644E-4	1.73875143833E-7	0.0709670691409	5.43733738806E-4	0.854006861449	0.886424630281
1820.0	7.65749450841E-4	1.73909651678E-7	0.0711811369321	5.43959517492E-4	0.854232504498	0.886666258545
1822.0	7.68132457822E-4	1.73959921461E-7	0.0713615540076	5.44121198118E-4	0.854570168479	0.886807725516
1824.0	7.70716196979E-4	1.73994757022E-7	0.0716307294693	5.44360665075E-4	0.854893208272	0.886942223961
1826.0	7.7503529586E-4	1.74007428516E-7	0.0718782631044	5.44782296049E-4	0.855215426947	0.886992838404
1828.0	7.81585562168E-4	1.74016765003E-7	0.0720996404276	5.45254754308E-4	0.855429220481	0.887031999107
1830.0	7.89068206339E-4	1.740407113E-7	0.0723462130044	5.46235078184E-4	0.855581280583	0.887304132383
1832.0	7.95389647666E-4	1.7406245691E-7	0.0724733715348	5.46419484375E-4	0.855704377461	0.887416532773
1834.0	8.00353059066E-4	1.74245699555E-7	0.0726068301648	5.46551638742E-4	0.855797567011	0.887886881442
1836.0	8.0519716557E-4	1.74425623582E-7	0.0726731871816	5.47206480887E-4	0.855938914573	0.887944662849
1838.0	8.09192096443E-4	1.74436926488E-7	0.0727685856163	5.47353150775E-4	0.856184827057	0.888461704896
1840.0	8.12210343671E-4	1.7447167323E-7	0.0728981430892	5.47397205924E-4	0.856522719095	0.888607074987
1842.0	8.1404291337E-4	1.7453481821E-7	0.0730759044688	5.47729476581E-4	0.856827643127	0.889153477942
1844.0	8.16018956828E-4	1.74603523672E-7	0.0732624273946	5.48111647575E-4	0.857118053999	0.889490293379
1846.0	8.18915154904E-4	1.74655147035E-7	0.0735431198893	5.48450723082E-4	0.857356169352	0.889852978579
1848.0	8.23268796891E-4	1.74686213582E-7	0.0737671533353	5.48898292472E-4	0.857586727807	0.890067714486
1850.0	8.29194533041E-4	1.74705469279E-7	0.0739793400848	5.505128984E-4	0.85778982454	0.890187499678
1852.0	8.35549701545E-4	1.74710573265E-7	0.0741914587169	5.54697968819E-4	0.857962540808	0.890607020865
1854.0	8.41940330863E-4	1.74717205411E-7	0.0742848417321	5.60212671757E-4	0.858132088736	0.890629426058
1856.0	8.4694045403E-4	1.74856431253E-7	0.0744391688413	5.65199355331E-4	0.858279908638	0.89106196838
1858.0	8.52310138346E-4	1.74991987701E-7	0.0745239184825	5.67648741376E-4	0.858462150246	0.891059139975
1860.0	8.57145872519E-4	1.75005965194E-7	0.0746980855443	5.69014219696E-4	0.858647749904	0.891517641832
1862.0	8.60639191905E-4	1.75008215418E-7	0.0748791353095	5.70445198562E-4	0.859078326938	0.891917854418
1864.0	8.63370305509E-4	1.7640920793E-7	0.0750641246368	5.71067755817E-4	0.859357799765	0.891969623501
1866.0	8.65718434705E-4	1.77811242909E-7	0.0753565846632	5.71230905377E-4	0.859590718463	0.892393876423
1868.0	8.68468093638E-4	1.77827697584E-7	0.0756606527483	5.71316309395E-4	0.859840673758	0.893050537306
1870.0	8.7220876075E-4	1.77891286762E-7	0.0759140005331	5.72335920238E-4	0.860128046993	0.893729802152
1872.0	8.76944733465E-4	1.77958999878E-7	0.0760962785259	5.74249861994E-4	0.86036205923	0.894049713415
1874.0	8.84678927398E-4	1.77975101257E-7	0.0763096973468	5.75944405987E-4	0.860534826123	0.894135108051
1876.0	8.90626354233E-4	1.77985123322E-7	0.0764056163578	5.79660198343E-4	0.860671683012	0.894187198637
1878.0	8.97288405602E-4	1.77998332882E-7	0.0765457283488	5.80213780393E-4	0.860783871942	0.894539689253
1880.0	9.03032994568E-4	1.78001601587E-7	0.0766415204591	5.80636673004E-4	0.860893894162	0.894586308958
1882.0	9.06433160019E-4	1.7801271427E-7	0.076782214789	5.81735287368E-4	0.861102273416	0.894804849856
1884.0	9.09924734542E-4	1.78017426112E-7	0.0769623629614	5.81980503503E-4	0.861448875472	0.895201478129
1886.0	9.13786506395E-4	1.78062492995E-7	0.077097185654	5.8206181528E-4	0.861690591126	0.895310960931
1888.0	9.16668721777E-4	1.78111467811E-7	0.0772916973577	5.82176074148E-4	0.861948283766	0.895540655935
1890.0	9.19585582881E-4	1.788981932E-7	0.0775749338681	5.82286915015E-4	0.862169171287	0.895846875547
1892.0	9.24224013743E-4	1.79871796387E-7	0.0778453910604	5.82425307649E-4	0.862429682546	0.896152658152
1894.0	9.33434356222E-4	1.80070388552E-7	0.0780399557392	5.82649701078E-4	0.862639309242	0.896367518864
1896.0	9.45303593115E-4	1.80076227503E-7	0.0781647776699	5.83302247441E-4	0.862790370837	0.896350479722
1898.0	9.54192306588E-4	1.80076260882E-7	0.078259486743	5.84664331263E-4	0.862987581034	0.89638698978
1900.0	9.61947981504E-4	1.80402115759E-7	0.0783661423122	5.84755232522E-4	0.863077203772	0.896439113938
1902.0	9.67132313925E-4	1.80730646439E-7	0.0784394072698	5.85595422337E-4	0.863216326818	0.896516411848
1904.0	9.72398737947E-4	1.80753143673E-7	0.0785553937175	5.85591871477E-4	0.863445724203	0.89657458331
1906.0	9.76694385196E-4	1.80762484692E-7	0.0787143083655	5.85849953439E-4	0.863723926266	0.89662557946
1908.0	9.79111518859E-4	1.80763225473E-7	0.0788222869113	5.86014732071E-4	0.863981021732	0.89697805966
1910.0	9.81766989484E-4	1.80774496954E-7	0.0790023551953	5.85975318994E-4	0.864327105285	0.897301918603
1912.0	9.84802735905E-4	1.8101880282E-7	0.079267863601	5.86144726623E-4	0.864643663522	0.89741150837
1914.0	9.89600372527E-4	1.81517376314E-7	0.0794714806954	5.86482637048E-4	0.86494105283	0.897416009404
1916.0	9.95930127381E-4	1.81969158415E-7	0.0796493179948	5.87260085771E-4	0.865156054763	0.897480107937
1918.0	0.0010039391578	1.82158714404E-7	0.079762767749	5.90160353167E-4	0.86530916972	0.897663593197
1920.0	0.00101095452638	1.82159539234E-7	0.0798517923652	5.92360786464E-4	0.86546914514	0.897682762017
1922.0	0.00101833131035	1.82162962386E-7	0.0799538875361	5.94812956344E-4	0.865570002733	0.897817375058
1924.0	0.00102475098324	1.82166140903E-7	0.0800135476274	5.96651893126E-4	0.865685485987	0.897922194453
1926.0	0.00102943704372	1.82177630237E-7	0.0800801414847	5.9711658056E-4	0.866004510904	0.898090281923
1928.0	0.00103402618952	1.82229214023E-7	0.0801803119713	5.98212862064E-4	0.86636701228	0.898066105308
1930.0	0.00103743587364	1.82287843102E-7	0.0802668717244	5.99573091679E-4	0.866640827146	0.898425530978
1932.0	0.00104048045348	1.8230408422E-7	0.0803818963477	6.0007376525E-4	0.867044034565	0.898617949885
1934.0	0.00104396655573	1.82337802583E-7	0.0805439919679	6.00042681565E-4	0.867372469962	0.898736319957
1936.0	0.00104898160742	1.82375245551E-7	0.0807007840363	6.00036867874E-4	0.867697286896	0.898777649985
1938.0	0.00105639088094	1.8240199743E-7	0.0808301766898	6.00479916448E-4	0.867865899692	0.898870061177
1940.0	0.00106200838605	1.82429813072E-7	0.0809166547242	6.00940718919E-4	0.868024520842	0.89911104098
1942.0	0.0010685660983	1.82507338115E-7	0.0810202500224	6.01467760164E-4	0.868153181369	0.899179291273
1944.0	0.00107433845185	1.82603291038E-7	0.0811075123235	6.02229899956E-4	0.868263424359	0.899615908689
1946.0	0.00108139808862	1.82633695103E-7	0.081152572967	6.02333575341E-4	0.86838732872	0.899638339694
1948.0	0.0010869719956	1.82647571525E-7	0.0812307277281	6.02479065932E-4	0.868624781945	0.900106932603
1950.0	0.00109097630778	1.82649867991E-7	0.0813081099178	6.02509837588E-4	0.868937616432	0.900296418891
1952.0	0.00109422490623	1.82652608507E-7	0.0814179687963	6.02563157513E-4	0.869198317607	0.900759487331
1954.0	0.00109679278788	1.8266149717E-7	0.0816065436927	6.0262426316E-4	0.869428704341	0.901049963986
1956.0	0.00109942124337	1.8271992507E-7	0.0818407686766	6.02686425874E-4	0.869709924879	0.901401574997
1958.0	0.00110309924351	1.82780312121E-7	0.0819863857038	6.02886404014E-4	0.869970321611	0.901629368166
1960.0	0.00110847396241	1.8282408986E-7	0.0821046557647	6.03076245354E-4	0.870179649623	0.901767953666
1962.0	0.00111483445821	1.83370525035E-7	0.0822093523791	6.0308577725E-4	0.870324662731	0.902029809495
1964.0	0.00112069300251	1.83877735368E-7	0.0822798044983	6.03183499346E-4	0.870462794479	0.902042334279
1966.0	0.00112700793718	1.83881713742E-7	0.0823752559762	6.04228925909E-4	0.870587085747	0.902364769034
1968.0	0.00113123536701	1.84072296782E-7	0.0824459118163	6.04839232757E-4	0.87068840613	0.902387438131
1970.0	0.00113735024108	1.84270167857E-7	0.0825490896295	6.05281818319E-4	0.870903346176	0.902622912368
1972.0	0.00113941130469	1.8427305402E-7	0.0826348059354	6.06240142953E-4	0.871277771674	0.90296426151
1974.0	0.00114227769971	1.84273671646E-7	0.08275448555	6.06580847236E-4	0.871513543701	0.903073836626
1976.0	0.0011455252922	1.84280000883E-7	0.0829651964186	6.06619797527E-4	0.871756572164	0.903496799786
1978.0	0.00114885106727	1.84292441922E-7	0.0831272278452	6.06665523887E-4	0.872044750124	0.903980081863
1980.0	0.00115330188648	1.84306306408E-7	0.0833035786193	6.06991346923E-4	0.872284249555	0.904499561566
1982.0	0.00115833997585	1.84329824131E-7	0.083461703826	6.07990544483E-4	0.872492602291	0.904755621229
1984.0	0.00116430513883	1.84351586128E-7	0.0835895494963	6.11198361506E-4	0.872624666618	0.904795324508
1986.0	0.00117148333393	1.84471001661E-7	0.083680301254	6.14188003299E-4	0.872773773585	0.904833100054
1988.0	0.00117705683057	1.8458952932E-7	0.0837832852601	6.16102918505E-4	0.872873438343	0.904977083143
1990.0	0.00118273711456	1.84600540315E-7	0.0838456806749	6.16460857418E-4	0.872988182404	0.905061873246
1992.0	0.00118665450833	1.8462121832E-7	0.0839442415821	6.17284531563E-4	0.873214745469	0.905097262029
1994.0	0.00118995218761	1.84640885405E-7	0.0840356691596	6.17858881318E-4	0.873520958314	0.905310177883
1996.0	0.00119331322817	1.84658158574E-7	0.0841906650624	6.18244156537E-4	0.873749964115	0.905535725766
1998.0	0.00119636110745	1.84671936662E-7	0.0844283019106	6.18330469644E-4	0.873977647314	0.905871689207
2000.0	0.00119972291928	1.84690308047E-7	0.084655925471	6.18363255624E-4	0.874238107156	0.906066155544
					0.9	
					0.92	
					0.95	
