# Time[fs]	ED_cav=0.03[aJ]	ED_free=0.03[aJ]	ED_cav=0.06[aJ]	ED_free=0.06[aJ]	ED_cav=0.11[aJ]	ED_free=0.11[aJ]
156.0	3.97442151579E-10	8.03927039595E-9	9.13310848519E-9	1.94422067571E-8	0.017007635751	0.0306745236047
158.0	4.07780415281E-10	9.59220170461E-9	9.9889030657E-9	2.18786578175E-8	0.0176181501337	0.0325292597895
160.0	4.20623832871E-10	1.12088279405E-8	1.11875065299E-8	2.53662476925E-8	0.017793410775	0.0340110463626
162.0	4.30066673327E-10	1.12791541662E-8	1.25809360325E-8	2.7476977985E-8	0.0189588798623	0.0365822859872
164.0	4.42108928827E-10	1.12948247858E-8	1.39719244736E-8	2.96405560323E-8	0.0195269100228	0.0388564238551
166.0	4.57891236647E-10	1.131337144E-8	1.6232356499E-8	3.13350473997E-8	0.0202009805179	0.0401653046005
168.0	4.65550726196E-10	1.13183471913E-8	2.06666708426E-8	3.24998612067E-8	0.0218946703882	0.0454501444027
170.0	4.69320458544E-10	1.13206703826E-8	3.27466856027E-8	3.35142379211E-8	0.0272841923273	0.0533805287483
172.0	4.73851172508E-10	1.13211750008E-8	5.18073278417E-8	3.46158838596E-8	0.0282798771214	0.0557115365027
174.0	4.82523239398E-10	1.13213691383E-8	6.61917898823E-8	3.69976909951E-8	0.0298298890965	0.0569305435357
176.0	4.92655532773E-10	1.13219056003E-8	7.30388806188E-8	4.09508759639E-8	0.0309242157353	0.0591149260046
178.0	5.01510952382E-10	1.13437601477E-8	7.78452245632E-8	5.36800756419E-8	0.0319511271844	0.0593395262819
180.0	5.06882247557E-10	1.16124271259E-8	8.05270680131E-8	8.06599291991E-8	0.0331234046211	0.0606260950938
182.0	5.14111261824E-10	1.1867724323E-8	8.30895115258E-8	1.03276709965E-7	0.0338477210763	0.0613981647059
184.0	5.14528362944E-10	1.18767448696E-8	8.73273961773E-8	1.25129245624E-7	0.0344515551692	0.0617915784893
186.0	5.1654565214E-10	1.19398605904E-8	9.28693725813E-8	1.47735844122E-7	0.035144198558	0.0622945056068
188.0	5.18888226906E-10	1.20056668146E-8	9.79938764323E-8	1.56190179964E-7	0.0353836289583	0.0637242927455
190.0	5.24308619933E-10	1.20086897284E-8	1.0133430545E-7	1.61216523009E-7	0.0364690563336	0.069250453102
192.0	5.25216370973E-10	1.20091325557E-8	1.04032799485E-7	1.67981136327E-7	0.0490269431736	0.0959675043904
194.0	5.26406147263E-10	1.2009724003E-8	1.0737446939E-7	1.77408584869E-7	0.0598706703177	0.0994164096886
196.0	5.32046168741E-10	1.20101088093E-8	1.1121409508E-7	1.88520851508E-7	0.0660902378041	0.105272831676
198.0	5.40197353103E-10	1.20188498747E-8	1.16883179162E-7	1.98190739232E-7	0.07022368488	0.108759526252
200.0	5.44266056667E-10	1.2027805086E-8	1.1969117867E-7	2.32623095144E-7	0.0718598295998	0.110806457968
202.0	5.49557682242E-10	1.20340734148E-8	1.23481621533E-7	2.80840701982E-7	0.0751704054718	0.111188389068
204.0	5.5008868276E-10	1.20403480501E-8	1.29026812271E-7	3.35070011403E-7	0.0759721473904	0.112173967014
206.0	5.55613400524E-10	1.25042255948E-8	1.36114700688E-7	3.68429248395E-7	0.0766594668823	0.112978363661
208.0	5.64785788357E-10	1.29660402509E-8	1.4084387319E-7	4.16574799764E-7	0.0769355345786	0.113339212599
210.0	5.68468446728E-10	1.29669836807E-8	1.47916475812E-7	4.28548868361E-7	0.0775855664599	0.114338801788
212.0	5.72100734659E-10	1.29675140176E-8	1.52707979041E-7	4.30555824145E-7	0.081341049941	0.126597761733
214.0	5.78668235145E-10	1.29676251239E-8	1.55744665309E-7	4.3236733021E-7	0.0936877931123	0.145271933646
216.0	5.84049850541E-10	1.29709577382E-8	1.62460598854E-7	4.39268815096E-7	0.104285589806	0.150630766162
218.0	5.87276609493E-10	1.3222404632E-8	1.67893604113E-7	4.60539226209E-7	0.110373777906	0.158428983401
220.0	5.89707269344E-10	1.3474852334E-8	1.70833414885E-7	4.99202955418E-7	0.116078603375	0.161798832227
222.0	5.92706403468E-10	1.34806556444E-8	1.80194642101E-7	6.40335108485E-7	0.118570471681	0.166851419573
224.0	5.94619645052E-10	1.34828204043E-8	1.85624133459E-7	8.99067763287E-7	0.12435685318	0.167496555851
226.0	5.97275139113E-10	1.36552685922E-8	1.96803582991E-7	1.08821017531E-6	0.125642933584	0.16913879158
228.0	5.98558141387E-10	1.38576680235E-8	2.03516182853E-7	1.2979619903E-6	0.126454769285	0.169961247121
230.0	6.01969176716E-10	1.38900644928E-8	2.19207717526E-7	1.43526123608E-6	0.128395157703	0.169888663198
232.0	6.04477117867E-10	1.59363184622E-8	2.31969456437E-7	1.47828050787E-6	0.130944005503	0.171486331938
234.0	6.0659265974E-10	1.93563307716E-8	2.46243979865E-7	1.49168630184E-6	0.133320666735	0.178479216349
236.0	6.10351856472E-10	2.08304615498E-8	2.66179667578E-7	1.49630828166E-6	0.136787256272	0.186255897695
238.0	6.14295904339E-10	2.09366682161E-8	3.03806839866E-7	1.50423803407E-6	0.138853346974	0.190997001052
240.0	6.17929979696E-10	2.11971796189E-8	3.16076246749E-7	1.53565067752E-6	0.141407570901	0.196935933201
242.0	6.20430858435E-10	2.15836257512E-8	3.33891419303E-7	1.58507786164E-6	0.144776245065	0.203252839115
244.0	6.2176902528E-10	2.17193993065E-8	3.52034061824E-7	1.68347381482E-6	0.146496158926	0.205591275964
246.0	6.22923867798E-10	2.17196134897E-8	3.65187233203E-7	1.91012284052E-6	0.149985033137	0.213331661719
248.0	6.25830332745E-10	2.17198192681E-8	4.06234880641E-7	1.9722766039E-6	0.151223816444	0.214280259891
250.0	6.29659553046E-10	2.1720076954E-8	4.21347913821E-7	2.18003222824E-6	0.151945113138	0.216528156725
252.0	6.33112582025E-10	2.17285781941E-8	4.45509348603E-7	2.32822084618E-6	0.154493102187	0.21976032111
254.0	6.37193159841E-10	2.17459758128E-8	4.74932561828E-7	2.3742404546E-6	0.158446180973	0.227970185637
256.0	6.46389492654E-10	2.1765263572E-8	4.87871198098E-7	2.41038837029E-6	0.16068090065	0.234856479225
258.0	6.53756219481E-10	2.17757462218E-8	5.00318613962E-7	2.46862598319E-6	0.165212882499	0.237771057917
260.0	6.58060081638E-10	2.17765338881E-8	5.33683019496E-7	2.53540295701E-6	0.170138349836	0.241847815304
262.0	6.61834757166E-10	2.17775318468E-8	5.8456457492E-7	2.59537990613E-6	0.174355969321	0.247546592027
264.0	6.66747413148E-10	2.17934838799E-8	6.21690946704E-7	2.65119529923E-6	0.178582128583	0.252955610591
266.0	6.71957913769E-10	2.20399217127E-8	6.42064613747E-7	2.86231341812E-6	0.181478785589	0.254663313602
268.0	6.78165500913E-10	2.22701623288E-8	6.50080428033E-7	3.03377310189E-6	0.183251425622	0.256593512398
270.0	6.86820249471E-10	2.22804742302E-8	6.78237123695E-7	3.30015405721E-6	0.185497501438	0.258860161816
272.0	6.9434611457E-10	2.22910999311E-8	6.94863358959E-7	3.41581944827E-6	0.187172205088	0.260649079853
274.0	7.0613919678E-10	2.22921180931E-8	7.35215406415E-7	3.53568876161E-6	0.188893717267	0.263256320218
276.0	7.20394512654E-10	2.22929928816E-8	7.67711968094E-7	3.65321044629E-6	0.192901472171	0.271281335491
278.0	7.27367835143E-10	2.2293713935E-8	7.96654274295E-7	3.66939986605E-6	0.195742692508	0.27818389294
280.0	7.33132741084E-10	2.22950407153E-8	8.18627270653E-7	3.68077523491E-6	0.198229275235	0.28100883386
282.0	7.44440471928E-10	2.22967936225E-8	8.36428592397E-7	3.71499016934E-6	0.202807471573	0.285467556835
284.0	7.54166472312E-10	2.22977486418E-8	8.93530747849E-7	3.78009117681E-6	0.20693807957	0.291707942728
286.0	7.63796860082E-10	2.22982773158E-8	9.37599162339E-7	3.91295753352E-6	0.212459132542	0.296662530635
288.0	7.68184713737E-10	2.22987037933E-8	9.69727454647E-7	4.4173752908E-6	0.214154873462	0.298863638109
290.0	7.69443818075E-10	2.22991266616E-8	9.80965827008E-7	4.90770849509E-6	0.217590331265	0.300555864148
292.0	7.746584301E-10	2.24409399589E-8	1.02956609803E-6	5.24011816801E-6	0.218000476005	0.302104469726
294.0	7.85203145134E-10	2.25820451887E-8	1.03325883137E-6	5.44929016139E-6	0.220250970836	0.302397200156
296.0	7.97782723286E-10	2.25865902745E-8	1.06453700096E-6	5.55746136873E-6	0.220614115633	0.305383934598
298.0	8.04293495148E-10	2.25912280363E-8	1.10034425973E-6	5.55038164166E-6	0.221465121734	0.307103030721
300.0	8.0883862711E-10	2.25919463615E-8	1.11097187894E-6	5.57443008309E-6	0.223068695818	0.310710047653
302.0	8.11983873065E-10	2.27383295457E-8	1.13594086908E-6	5.60283033207E-6	0.226381076282	0.315778357333
304.0	8.21174370556E-10	2.28839962889E-8	1.17292536333E-6	5.61023983145E-6	0.232373150634	0.318471141196
306.0	8.32363083483E-10	2.28848051295E-8	1.21866856128E-6	5.66276541329E-6	0.235631561789	0.320416828447
308.0	8.44878251844E-10	2.28941902776E-8	1.25894391828E-6	5.79194317803E-6	0.239001191553	0.320398078328
310.0	8.53005315969E-10	2.29038860166E-8	1.26746657279E-6	5.89702837043E-6	0.23991177675	0.321212064925
312.0	8.7927932223E-10	2.29052494419E-8	1.2909897285E-6	6.19067900564E-6	0.243290134301	0.324025961916
314.0	8.95897385133E-10	2.29062197877E-8	1.30548301265E-6	6.23713056313E-6	0.243319255104	0.324532636696
316.0	9.4176723308E-10	2.2909392607E-8	1.31904769449E-6	6.42042454682E-6	0.245340910389	0.328494517613
318.0	9.67016104074E-10	2.29137377985E-8	1.33779438723E-6	6.43414681106E-6	0.245699504597	0.328625344609
320.0	9.77065380353E-10	2.29235497323E-8	1.34903715368E-6	6.53007766564E-6	0.24605731245	0.330432693603
322.0	1.00836091676E-9	2.29321293472E-8	1.35898861898E-6	6.53092669892E-6	0.247558576306	0.333257162177
324.0	1.07110454859E-9	2.30301779734E-8	1.36505690062E-6	6.5426892555E-6	0.253028810836	0.339010387903
326.0	1.21768963269E-9	2.31359459932E-8	1.38776813009E-6	6.56734058491E-6	0.264338828334	0.340688467754
328.0	1.38378798152E-9	2.31473570883E-8	1.4166117093E-6	6.60174864665E-6	0.267082754884	0.345221539594
330.0	1.52396940816E-9	2.3164407051E-8	1.44833406769E-6	6.6412173792E-6	0.271418495243	0.346171183956
332.0	1.57587483638E-9	2.31804384614E-8	1.45883362491E-6	6.76457784472E-6	0.271931956357	0.347730564567
334.0	1.62363502957E-9	2.31824958629E-8	1.49818440717E-6	6.80646274674E-6	0.274996994136	0.347394199884
336.0	1.68377477255E-9	2.31875162574E-8	1.52121684486E-6	7.0311915551E-6	0.275291726782	0.348210169451
338.0	1.81524922028E-9	2.31930890556E-8	1.61158155645E-6	7.19716989532E-6	0.277600324121	0.349176242988
340.0	1.87954396853E-9	2.43428459304E-8	1.61816507422E-6	7.24036465195E-6	0.277871149435	0.349883301815
342.0	1.93932357861E-9	2.54871385356E-8	1.66656191073E-6	7.3256654932E-6	0.278936296801	0.350918400517
344.0	2.03084318637E-9	2.54875369253E-8	1.71346456931E-6	7.46464852934E-6	0.281085887918	0.359444833483
346.0	2.12353380281E-9	2.54893812694E-8	1.72733084229E-6	7.55882746234E-6	0.285555158187	0.36476129233
348.0	2.13793947478E-9	2.54922775969E-8	1.73627253933E-6	7.61762736594E-6	0.289419480089	0.366152396228
350.0	2.20747521219E-9	2.58932412104E-8	1.76360356405E-6	7.62681802152E-6	0.29184737568	0.369650356646
352.0	2.28420411773E-9	2.63149552024E-8	1.81140975201E-6	7.62959908457E-6	0.294841089516	0.371568619334
354.0	2.37474619271E-9	2.63488222833E-8	1.83287931783E-6	7.85908359704E-6	0.296410012412	0.373740135452
356.0	2.43404497084E-9	2.63618747969E-8	1.87387051343E-6	8.51840675734E-6	0.299219906534	0.379036089691
358.0	2.55118758158E-9	2.65441425688E-8	1.89022541275E-6	8.83023929805E-6	0.300613251669	0.382564250101
360.0	2.60751242783E-9	2.67245966435E-8	1.94708775777E-6	9.40309462697E-6	0.302530083224	0.384126799797
362.0	2.67271544588E-9	2.71441253749E-8	2.01829005286E-6	9.68863421871E-6	0.303128472014	0.385847002999
364.0	2.74657107472E-9	2.75638495233E-8	2.04534383816E-6	9.67545969437E-6	0.303553409916	0.386630421808
366.0	2.77854089124E-9	2.75680273422E-8	2.09785594669E-6	9.79370713921E-6	0.305428446676	0.387889203674
368.0	2.88267058776E-9	2.75886737899E-8	2.17726355467E-6	1.00111400434E-5	0.306358844516	0.3908045576
370.0	2.94874334753E-9	2.76347517289E-8	2.20696988587E-6	1.01611456524E-5	0.307849613942	0.391933047443
372.0	2.98343329738E-9	2.76703213915E-8	2.24596228754E-6	1.02545125315E-5	0.309276146468	0.392995480677
374.0	3.03566450785E-9	2.80416465501E-8	2.27819703891E-6	1.03369862308E-5	0.311360533659	0.396038797257
376.0	3.10366328679E-9	2.84022158044E-8	2.31769216029E-6	1.03774956974E-5	0.312613519887	0.398482067467
378.0	3.18428095955E-9	2.84027360889E-8	2.3447438022E-6	1.067900033E-5	0.314107535434	0.400160411099
380.0	3.25807473318E-9	2.84044476795E-8	2.35678633828E-6	1.1150365368E-5	0.316191382603	0.404475066406
382.0	3.334047827E-9	2.84067373423E-8	2.38647948858E-6	1.15339440287E-5	0.317164849401	0.404342415369
384.0	3.3611669722E-9	2.84075524409E-8	2.40047881565E-6	1.22031162241E-5	0.320416814953	0.41043693624
386.0	3.43149513402E-9	2.84080993021E-8	2.43177511149E-6	1.24374359561E-5	0.323028667777	0.414040143582
388.0	3.47539316339E-9	2.84119676892E-8	2.46814339005E-6	1.25246774697E-5	0.325284722372	0.415740714127
390.0	3.49334033683E-9	3.04629538461E-8	2.52616414199E-6	1.26697516923E-5	0.329045871677	0.422494712422
392.0	3.50988922434E-9	3.25217961558E-8	2.6185699603E-6	1.28543647758E-5	0.334747908126	0.429301579483
394.0	3.53995759959E-9	3.26268130023E-8	2.73620797332E-6	1.30469317887E-5	0.338504736159	0.433402719125
396.0	3.59127457709E-9	3.27180806344E-8	2.82419897718E-6	1.34658122362E-5	0.340751228922	0.436170761213
398.0	3.67530718626E-9	3.27324606723E-8	2.85082603236E-6	1.45656211788E-5	0.342377858692	0.436991146551
400.0	3.70358467414E-9	3.27430152064E-8	2.94482957786E-6	1.5144984266E-5	0.343663480361	0.437562408311
402.0	3.77314732175E-9	3.27884300957E-8	3.03760180318E-6	1.65353101129E-5	0.344640950355	0.438831049539
404.0	3.83491948843E-9	3.28311761972E-8	3.09667522969E-6	1.67823687118E-5	0.346582942655	0.440144432426
406.0	3.84297516943E-9	3.28321419812E-8	3.20704717068E-6	1.73478943009E-5	0.347840649512	0.44170178222
408.0	3.87104450364E-9	3.28342442018E-8	3.29609774364E-6	1.76133128936E-5	0.349102411382	0.44523543265
410.0	3.94643380945E-9	3.2835974696E-8	3.33322052279E-6	1.76426941651E-5	0.350826265325	0.446338735149
412.0	4.0072727275E-9	3.28361053874E-8	3.41126937096E-6	1.76903888169E-5	0.35399353956	0.448265545975
414.0	4.02586472113E-9	3.28379431975E-8	3.52134255502E-6	1.76981692671E-5	0.355907577234	0.449988201442
416.0	4.03195512507E-9	3.28400739597E-8	3.59171358451E-6	1.77538352111E-5	0.357821465313	0.451221503416
418.0	4.06743722551E-9	3.3104452205E-8	3.63043897254E-6	1.7963687626E-5	0.358912098433	0.452197007183
420.0	4.14045755621E-9	3.33682168229E-8	3.6925924494E-6	1.85159104561E-5	0.360040436698	0.452191804995
422.0	4.26048318853E-9	3.33721435823E-8	3.76778575233E-6	1.98743031054E-5	0.360995045805	0.453977405098
424.0	4.34253544578E-9	3.33820796467E-8	3.84995907987E-6	2.01182143309E-5	0.361547041398	0.454059928383
426.0	4.55926724812E-9	3.33901333661E-8	4.01497890189E-6	2.16768391594E-5	0.362713410298	0.456374548155
428.0	4.5832266632E-9	3.34161089209E-8	4.14293327635E-6	2.19002436141E-5	0.363467901429	0.457772775255
430.0	4.64064535877E-9	3.36382676826E-8	4.24817948626E-6	2.22961834502E-5	0.364604693039	0.457652116416
432.0	4.74905897884E-9	3.38379161212E-8	4.33184377207E-6	2.25936472353E-5	0.368529459338	0.463041150927
434.0	4.80859782882E-9	3.38588871736E-8	4.41207586669E-6	2.27234807536E-5	0.375928800986	0.479001934093
436.0	4.83862685626E-9	3.38795046003E-8	4.56319073947E-6	2.28855887282E-5	0.381858330063	0.481311817076
438.0	4.8630053521E-9	3.38920850093E-8	4.71028289769E-6	2.3119530531E-5	0.385351677412	0.489018618586
440.0	4.89330364508E-9	3.39019431675E-8	4.83439941599E-6	2.3368368919E-5	0.388034124626	0.489549823667
442.0	4.92968810655E-9	3.39114231681E-8	4.86252202558E-6	2.38845025772E-5	0.388732538451	0.495146529964
444.0	4.96519584693E-9	3.39208386048E-8	4.93890039921E-6	2.41223462941E-5	0.392188679229	0.494635910425
446.0	5.01071215754E-9	3.3925972204E-8	5.04204187523E-6	2.43456190096E-5	0.392354133868	0.496919539365
448.0	5.03561349285E-9	3.39377969366E-8	5.21793761448E-6	2.4459508044E-5	0.393223559635	0.499590675483
450.0	5.08871669269E-9	3.39454450224E-8	5.31577133957E-6	2.49431487661E-5	0.39370750794	0.499405400928
452.0	5.11546472367E-9	3.3946843948E-8	5.5231388763E-6	2.52171912311E-5	0.39432516707	0.500223298273
454.0	5.12601407439E-9	3.40200749525E-8	5.642326306E-6	2.5205442295E-5	0.396561452491	0.505917545398
456.0	5.16179293938E-9	3.41692238653E-8	5.68374434991E-6	2.53790026583E-5	0.40060165328	0.510604217738
458.0	5.213794078E-9	3.42456719074E-8	5.76802565126E-6	2.57456663093E-5	0.403736891121	0.512513467065
460.0	5.25762828274E-9	3.43876304779E-8	5.90835621086E-6	2.61115426246E-5	0.404880471433	0.514984119469
462.0	5.28528068571E-9	3.45289974778E-8	6.02737901058E-6	2.66606506732E-5	0.40638989973	0.515079097926
464.0	5.30104067215E-9	3.4606852924E-8	6.11486003602E-6	2.81420085903E-5	0.40674617143	0.51659470464
466.0	5.32254405677E-9	3.47264277846E-8	6.22579720906E-6	2.86172560948E-5	0.408442913012	0.516603788158
468.0	5.35797566539E-9	3.47687622441E-8	6.24302187512E-6	2.97889895358E-5	0.409304112842	0.51838666299
470.0	5.38592579281E-9	3.47700339458E-8	6.29062951249E-6	2.98390660807E-5	0.410713466769	0.520390216131
472.0	5.40746735691E-9	3.47724345691E-8	6.38690931913E-6	2.99496722818E-5	0.41179546245	0.521225766804
474.0	5.45775118534E-9	3.47770005522E-8	6.59915528033E-6	2.9964145492E-5	0.412249378103	0.523810792576
476.0	5.5098448522E-9	3.47800415878E-8	6.69334759549E-6	3.01846910343E-5	0.413140324254	0.524626368466
478.0	5.54367779041E-9	3.47808868027E-8	6.77874105106E-6	3.04965444506E-5	0.414129955131	0.526078499825
480.0	5.56932977466E-9	3.47831051132E-8	6.93820620882E-6	3.06580984805E-5	0.416632415069	0.526589178334
482.0	5.5996482048E-9	3.478565432E-8	7.07756718476E-6	3.07776146883E-5	0.417832424496	0.526800124145
484.0	5.63149974326E-9	3.47875524462E-8	7.13142934966E-6	3.12633078792E-5	0.41901224921	0.527496144612
486.0	5.66477654003E-9	3.48468168249E-8	7.1987522047E-6	3.31443663598E-5	0.419758646877	0.527844981653
488.0	5.69033319686E-9	3.50640024114E-8	7.3358919418E-6	3.53676697693E-5	0.420842495954	0.528054816986
490.0	5.72978057471E-9	3.52257566387E-8	7.42868349324E-6	3.61987570968E-5	0.422405066485	0.528775049864
492.0	5.75310300284E-9	3.53893410109E-8	7.59793642524E-6	3.72972383078E-5	0.423547814368	0.528918926784
494.0	5.78444648249E-9	3.55493096102E-8	7.77500622185E-6	3.74023611181E-5	0.424731757211	0.530278783684
496.0	5.82960343753E-9	3.55504506332E-8	7.82643547684E-6	3.74038236546E-5	0.425267310103	0.531244206589
498.0	5.86722151709E-9	3.56669212554E-8	7.97372299345E-6	3.75832922963E-5	0.427808841038	0.534331156004
500.0	5.90377685298E-9	3.57845798925E-8	8.0692772538E-6	3.80312698516E-5	0.431075116166	0.540023867715
502.0	5.94713690699E-9	3.5790130155E-8	8.12405215697E-6	3.82275515266E-5	0.432819232989	0.541140155156
504.0	5.9948611353E-9	3.57946201407E-8	8.19134861899E-6	3.82813193251E-5	0.434771033686	0.542792937867
506.0	6.03400807226E-9	3.58048308844E-8	8.27268382828E-6	3.8504765012E-5	0.435291047121	0.5436539937
508.0	6.06490285377E-9	3.58143555762E-8	8.34483394475E-6	3.89089202595E-5	0.43664228012	0.544672363615
510.0	6.08930664124E-9	3.58222697374E-8	8.41660502117E-6	3.95951326498E-5	0.437349813954	0.544732155475
512.0	6.12945885955E-9	3.60118628031E-8	8.53557635033E-6	3.97287477409E-5	0.437916884705	0.545255991581
514.0	6.16627788563E-9	3.62012636974E-8	8.59491371738E-6	3.99599594186E-5	0.439371771014	0.54578373822
516.0	6.20308133204E-9	3.62192721283E-8	8.73947825767E-6	4.00300889508E-5	0.44008797925	0.546559026417
518.0	6.25180472308E-9	3.62296764172E-8	8.92039222688E-6	4.02281072675E-5	0.441106542595	0.546794704916
520.0	6.30937590987E-9	3.83602427578E-8	9.00571028901E-6	4.0214125409E-5	0.442849225991	0.548255042397
522.0	6.36627082785E-9	4.0608875361E-8	9.07425597749E-6	4.02383987819E-5	0.44820165392	0.552410545256
524.0	6.40210749957E-9	4.07449693435E-8	9.16501687473E-6	4.0301017658E-5	0.450301572226	0.55347571732
526.0	6.44390736479E-9	4.07636850007E-8	9.25698304618E-6	4.04454405128E-5	0.452386785829	0.556887580677
528.0	6.49585566564E-9	4.14692561032E-8	9.37401808002E-6	4.05907966431E-5	0.452997355909	0.5573276562
530.0	6.55440038962E-9	4.21620279508E-8	9.47070648061E-6	4.07034569909E-5	0.454251082864	0.558464186372
532.0	6.6228456158E-9	4.21653846236E-8	9.50798292876E-6	4.08247560646E-5	0.455123471996	0.5589242708
534.0	6.70773123873E-9	4.22791621646E-8	9.60493641663E-6	4.09852718711E-5	0.455922122408	0.559672537458
536.0	6.76989084355E-9	4.23895700058E-8	9.62862415266E-6	4.16993942861E-5	0.456902444797	0.56085121866
538.0	6.85022568646E-9	4.24231205787E-8	9.73771282436E-6	4.20195986387E-5	0.457288952921	0.560846524894
540.0	6.92856095678E-9	4.24639724545E-8	9.91300255033E-6	4.20962761528E-5	0.458453184263	0.56150271497
542.0	6.99656476133E-9	4.24718901388E-8	1.00876547554E-5	4.25435767328E-5	0.460282027791	0.565998229861
544.0	7.07667807233E-9	4.24936661775E-8	1.0283363291E-5	4.28348178484E-5	0.46707967509	0.573511228522
546.0	7.17308778541E-9	4.25163318394E-8	1.04434041372E-5	4.28846369796E-5	0.46913820054	0.576197746657
548.0	7.27251632815E-9	4.25178693627E-8	1.05616283573E-5	4.2879077443E-5	0.471906744312	0.582816913785
550.0	7.34861764009E-9	4.25213170581E-8	1.06466723151E-5	4.2941033982E-5	0.473300877983	0.584279759936
552.0	7.42006903121E-9	4.25280217689E-8	1.07091875687E-5	4.37628489066E-5	0.474068490185	0.587318071454
554.0	7.50713836807E-9	4.25317831693E-8	1.08793687141E-5	4.52460858424E-5	0.47665490611	0.587653886744
556.0	7.59579074955E-9	4.25319735552E-8	1.0900728714E-5	4.7980637874E-5	0.47673424956	0.589573411796
558.0	7.69605497807E-9	4.25324566455E-8	1.10372013299E-5	4.98769798558E-5	0.477285678339	0.59133483819
560.0	7.8419165494E-9	4.25330767105E-8	1.10980067729E-5	5.18009685856E-5	0.478393604265	0.591618140519
562.0	7.94229024437E-9	4.26818622693E-8	1.11473297533E-5	5.29855047196E-5	0.479630734578	0.592083060514
564.0	8.04055275013E-9	4.29705274998E-8	1.12241847981E-5	5.3725077711E-5	0.481650929803	0.594100197081
566.0	8.14202503736E-9	4.31113039502E-8	1.12568376091E-5	5.4420151187E-5	0.483760444787	0.595636038712
568.0	8.28992666129E-9	4.31126187745E-8	1.12788840614E-5	5.50903664463E-5	0.485509133231	0.596922561169
570.0	8.42724696498E-9	4.31403568792E-8	1.13381181039E-5	5.56257669553E-5	0.486766227901	0.59792503073
572.0	8.51928756134E-9	4.31688884972E-8	1.14269262394E-5	5.63336895681E-5	0.488078822701	0.598558188005
574.0	8.63947073027E-9	4.31722692591E-8	1.14781639016E-5	5.68950148607E-5	0.488547545044	0.599304042334
576.0	8.74605281794E-9	4.31742267811E-8	1.15823077594E-5	5.70558258405E-5	0.489429338367	0.600455679329
578.0	8.89043935854E-9	4.33195331529E-8	1.1607209085E-5	5.76816376553E-5	0.489761498517	0.60275109033
580.0	9.07564822807E-9	4.34643300932E-8	1.16638544166E-5	5.7955724858E-5	0.490945484727	0.605063584814
582.0	9.24241450895E-9	4.34667984528E-8	1.17305102956E-5	5.93355705057E-5	0.491793258394	0.606277980306
584.0	9.42507134511E-9	4.36064211398E-8	1.17893339846E-5	5.94470396042E-5	0.492594408434	0.609035924531
586.0	9.64975724638E-9	4.38837642332E-8	1.18145839139E-5	5.96534165383E-5	0.493230583373	0.610105019123
588.0	9.88336820944E-9	4.41646300813E-8	1.18412579877E-5	6.02671343669E-5	0.494648345249	0.611603558755
590.0	1.0136945185E-8	4.43053593768E-8	1.18918671088E-5	6.06778681367E-5	0.496562576141	0.612575070398
592.0	1.03887406232E-8	4.43061519814E-8	1.19630704681E-5	6.09071232329E-5	0.497885443115	0.613829931934
594.0	1.06634960475E-8	4.43071181259E-8	1.20268493089E-5	6.1650319628E-5	0.498442707463	0.614477625844
596.0	1.09536673759E-8	4.43080840078E-8	1.20985993171E-5	6.45191101723E-5	0.499033553718	0.614689883413
598.0	1.1255009656E-8	4.43090097134E-8	1.21799614249E-5	6.68294182691E-5	0.499477872678	0.61495695519
600.0	1.16051378137E-8	4.43099282506E-8	1.22966337506E-5	6.87090992798E-5	0.50009514312	0.61566988276
602.0	1.19259643545E-8	4.43108683107E-8	1.2358087525E-5	6.98479048767E-5	0.500773713115	0.615710161506
604.0	1.2302976756E-8	4.43207798854E-8	1.25048908882E-5	7.01688791133E-5	0.501098916836	0.616049919175
606.0	1.26919231563E-8	4.49537472537E-8	1.25754856357E-5	7.05041246226E-5	0.501902683618	0.616962764684
608.0	1.31118125149E-8	4.55747828884E-8	1.26730799427E-5	7.05118472338E-5	0.503577135728	0.617673220536
610.0	1.35275571062E-8	4.55751990328E-8	1.27508722021E-5	7.06144770729E-5	0.505219981465	0.620521555724
612.0	1.39385552574E-8	4.5584406216E-8	1.28112189846E-5	7.07655064833E-5	0.505940845444	0.62106446222
614.0	1.43120247763E-8	4.55938201868E-8	1.28945681931E-5	7.09801114574E-5	0.506942829923	0.622582536367
616.0	1.48621399147E-8	4.56600193414E-8	1.29927656692E-5	7.18709679458E-5	0.507650411045	0.623340181375
618.0	1.54930533687E-8	4.59245498411E-8	1.30574782493E-5	7.51197580063E-5	0.508506641613	0.623635001802
620.0	1.60237318064E-8	4.63218219779E-8	1.31227334201E-5	7.77982456765E-5	0.508984297366	0.623767352312
622.0	1.65472635737E-8	4.65333581695E-8	1.32339407157E-5	7.89267752018E-5	0.509238519453	0.623832098365
624.0	1.71880918643E-8	4.65485558661E-8	1.34337991426E-5	8.00436713547E-5	0.509787004507	0.623967811279
626.0	1.76474871455E-8	4.65505575367E-8	1.35448438872E-5	8.01892601211E-5	0.510260705342	0.623979484505
628.0	1.80595397617E-8	4.68302959247E-8	1.37206933917E-5	8.03812596567E-5	0.511036435165	0.624637067227
630.0	1.86507012676E-8	4.92224594537E-8	1.39227901475E-5	8.04112234627E-5	0.51303210273	0.625490538039
632.0	1.9254533254E-8	5.13279965094E-8	1.40081623429E-5	8.04133456506E-5	0.516956244989	0.627637338411
